snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2023-02-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,455.07,18.99,14,2023-01-18,5,285,380,532,0,134.8,61343.44,1104.18,0-30 days,0,88.7,Shakti Packaging Industries
2023-02-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,41.01,1.0,14,2023-01-18,10,20,30,38,0,4305.4,176564.45,3178.16,0-30 days,0,95.8,Industrial Chemicals Feedstock Co
2023-02-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,128.77,4.74,9,2023-01-23,7,81,114,142,0,553.85,71319.26,1283.75,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-02-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,270.37,8.79,13,2023-01-19,5,132,176,246,0,124.35,33620.51,605.17,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-02-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,700.54,32.4,7,2023-01-25,5,421,583,816,0,117.04,81991.2,1475.84,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-02-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,361.75,13.03,8,2023-01-24,6,182,260,364,0,151.52,54812.36,986.62,0-30 days,0,96.1,Kathiawar Peanut Processors
2023-02-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,655.67,28.49,7,2023-01-25,5,370,512,717,0,134.8,88384.32,1590.92,0-30 days,0,81.9,Shakti Packaging Industries
2023-02-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,44.2,1.0,10,2023-01-22,10,18,28,35,0,4305.4,190298.68,3425.38,0-30 days,0,97.6,Industrial Chemicals Feedstock Co
2023-02-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,28.07,1.0,4,2023-01-28,7,15,22,28,0,553.85,15546.57,279.84,0-30 days,0,97.8,Rajkot Agro Milling Associates
2023-02-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,204.23,7.74,3,2023-01-29,5,101,140,196,0,124.35,25396.0,457.13,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-03-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2688.21,116.58,4,2023-02-25,5,1399,1982,2775,0,117.04,314628.1,5663.31,0-30 days,0,96.0,Gujarat Agro Seeds Pvt Ltd
2023-03-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,816.81,35.12,8,2023-02-21,6,457,668,935,0,151.52,123763.05,2227.73,0-30 days,0,92.7,Kathiawar Peanut Processors
2023-03-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,807.78,34.01,16,2023-02-13,5,408,578,809,0,134.8,108888.74,1960.0,0-30 days,0,88.3,Shakti Packaging Industries
2023-03-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,133.72,3.55,12,2023-02-17,10,60,96,120,0,4305.4,575718.09,10362.93,0-30 days,0,96.1,Industrial Chemicals Feedstock Co
2023-03-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,86.71,3.01,6,2023-02-23,7,42,63,79,0,553.85,48024.33,864.44,0-30 days,0,93.3,Rajkot Agro Milling Associates
2023-03-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,556.62,22.99,13,2023-02-16,5,276,391,547,0,124.35,69215.7,1245.88,0-30 days,0,97.5,Healthy Bran Oils Pvt Ltd
2023-03-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1634.65,54.4,16,2023-02-13,5,816,1088,1523,0,117.04,191319.44,3443.75,0-30 days,0,93.2,Gujarat Agro Seeds Pvt Ltd
2023-03-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,384.51,14.05,15,2023-02-14,6,225,309,433,0,151.52,58260.96,1048.7,0-30 days,0,93.2,Kathiawar Peanut Processors
2023-03-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,513.15,18.55,14,2023-02-15,5,278,371,519,0,134.8,69172.62,1245.11,0-30 days,0,97.4,Shakti Packaging Industries
2023-03-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,41.33,1.0,21,2023-02-08,10,20,30,38,0,4305.4,177942.18,3202.96,0-30 days,0,92.4,Industrial Chemicals Feedstock Co
2023-03-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,112.39,4.17,12,2023-02-17,7,71,100,125,0,553.85,62247.2,1120.45,0-30 days,0,90.2,Rajkot Agro Milling Associates
2023-03-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,245.6,8.84,17,2023-02-12,5,133,177,248,0,124.35,30540.36,549.73,0-30 days,0,96.2,Healthy Bran Oils Pvt Ltd
2023-03-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,744.36,34.2,16,2023-02-13,5,445,616,862,0,117.04,87119.89,1568.16,0-30 days,0,94.3,Gujarat Agro Seeds Pvt Ltd
2023-03-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,347.62,12.54,9,2023-02-20,6,176,251,351,0,151.52,52671.38,948.08,0-30 days,0,97.0,Kathiawar Peanut Processors
2023-03-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,798.22,27.82,15,2023-02-14,5,362,501,701,0,134.8,107600.06,1936.8,0-30 days,0,85.8,Shakti Packaging Industries
2023-03-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,35.0,1.0,21,2023-02-08,10,18,28,35,0,4305.4,150689.0,2712.4,0-30 days,0,87.7,Industrial Chemicals Feedstock Co
2023-03-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,31.29,1.0,12,2023-02-17,7,15,22,28,0,553.85,17329.97,311.94,0-30 days,0,93.7,Rajkot Agro Milling Associates
2023-03-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,175.92,7.78,12,2023-02-17,5,101,140,196,0,124.35,21875.65,393.76,0-30 days,0,97.1,Healthy Bran Oils Pvt Ltd
2023-04-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2678.14,117.38,10,2023-03-22,5,1409,1996,2794,0,117.04,313449.51,5642.09,0-30 days,0,90.1,Gujarat Agro Seeds Pvt Ltd
2023-04-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,971.97,36.38,6,2023-03-26,6,473,691,967,0,151.52,147272.89,2650.91,0-30 days,0,98.0,Kathiawar Peanut Processors
2023-04-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,924.83,34.08,7,2023-03-25,5,409,579,811,0,134.8,124667.08,2244.01,0-30 days,0,98.0,Shakti Packaging Industries
2023-04-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,127.27,3.84,23,2023-03-09,10,65,103,129,0,4305.4,547948.26,9863.07,0-30 days,0,87.9,Industrial Chemicals Feedstock Co
2023-04-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,94.97,3.51,15,2023-03-17,7,49,74,92,0,553.85,52599.13,946.78,0-30 days,0,92.9,Rajkot Agro Milling Associates
2023-04-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,561.5,24.42,3,2023-03-29,5,293,415,581,0,124.35,69822.52,1256.81,0-30 days,0,95.2,Healthy Bran Oils Pvt Ltd
2023-04-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1534.11,54.78,12,2023-03-20,5,822,1096,1534,0,117.04,179552.23,3231.94,0-30 days,0,90.6,Gujarat Agro Seeds Pvt Ltd
2023-04-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,450.01,14.55,4,2023-03-28,6,233,320,448,0,151.52,68185.52,1227.34,0-30 days,0,94.7,Kathiawar Peanut Processors
2023-04-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,453.27,18.59,4,2023-03-28,5,279,372,521,0,134.8,61100.8,1099.81,0-30 days,0,98.0,Shakti Packaging Industries
2023-04-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,44.35,1.0,16,2023-03-16,10,20,30,38,0,4305.4,190944.49,3437.0,0-30 days,0,89.9,Industrial Chemicals Feedstock Co
2023-04-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,128.05,4.86,13,2023-03-19,7,83,117,146,0,553.85,70920.49,1276.57,0-30 days,0,94.6,Rajkot Agro Milling Associates
2023-04-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,300.05,9.39,7,2023-03-25,5,141,188,263,0,124.35,37311.22,671.6,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-04-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,943.04,34.43,4,2023-03-28,5,448,620,868,0,117.04,110373.4,1986.72,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-04-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,348.47,12.99,7,2023-03-25,6,182,260,364,0,151.52,52800.17,950.4,0-30 days,0,94.3,Kathiawar Peanut Processors
2023-04-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,797.07,27.88,17,2023-03-15,5,362,501,701,0,134.8,107445.04,1934.01,0-30 days,0,81.5,Shakti Packaging Industries
2023-04-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,42.5,1.0,17,2023-03-15,10,18,28,35,0,4305.4,182979.5,3293.63,0-30 days,0,90.1,Industrial Chemicals Feedstock Co
2023-04-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,25.56,1.0,14,2023-03-18,7,15,22,28,0,553.85,14156.41,254.82,0-30 days,0,88.0,Rajkot Agro Milling Associates
2023-04-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,180.08,8.26,6,2023-03-26,5,107,148,207,0,124.35,22392.95,403.07,0-30 days,0,92.0,Healthy Bran Oils Pvt Ltd
2023-05-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2780.36,118.68,12,2023-04-19,5,1424,2017,2824,0,117.04,325413.33,5857.44,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-05-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1029.8,35.77,16,2023-04-15,6,465,680,952,0,151.52,156035.3,2808.64,0-30 days,0,94.6,Kathiawar Peanut Processors
2023-05-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,740.78,35.99,11,2023-04-20,5,432,612,857,0,134.8,99857.14,1797.43,0-30 days,0,97.3,Shakti Packaging Industries
2023-05-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,142.32,3.55,15,2023-04-16,10,60,96,120,0,4305.4,612744.53,11029.4,0-30 days,0,89.0,Industrial Chemicals Feedstock Co
2023-05-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,89.28,3.44,6,2023-04-25,7,48,72,90,0,553.85,49447.73,890.06,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-05-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,490.74,24.14,11,2023-04-20,5,290,411,575,0,124.35,61023.52,1098.42,0-30 days,0,90.8,Healthy Bran Oils Pvt Ltd
2023-05-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1443.21,55.38,5,2023-04-26,5,831,1108,1551,0,117.04,168913.3,3040.44,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-05-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,415.68,14.31,14,2023-04-17,6,229,315,441,0,151.52,62983.83,1133.71,0-30 days,0,89.3,Kathiawar Peanut Processors
2023-05-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,584.04,19.63,16,2023-04-15,5,294,392,549,0,134.8,78728.59,1417.11,0-30 days,0,87.5,Shakti Packaging Industries
2023-05-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,41.76,1.0,12,2023-04-19,10,20,30,38,0,4305.4,179793.5,3236.28,0-30 days,0,93.2,Industrial Chemicals Feedstock Co
2023-05-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,139.87,4.77,14,2023-04-17,7,81,114,142,0,553.85,77467.0,1394.41,0-30 days,0,88.2,Rajkot Agro Milling Associates
2023-05-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,272.15,9.28,12,2023-04-19,5,139,185,259,0,124.35,33841.85,609.15,0-30 days,0,89.7,Healthy Bran Oils Pvt Ltd
2023-05-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,800.78,34.81,12,2023-04-19,5,453,627,878,0,117.04,93723.29,1687.02,0-30 days,0,95.5,Gujarat Agro Seeds Pvt Ltd
2023-05-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,332.23,12.78,10,2023-04-21,6,179,256,358,0,151.52,50339.49,906.11,0-30 days,0,95.9,Kathiawar Peanut Processors
2023-05-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,756.49,29.44,2,2023-04-29,5,383,530,742,0,134.8,101974.85,1835.55,0-30 days,0,92.6,Shakti Packaging Industries
2023-05-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,41.8,1.0,5,2023-04-26,10,18,28,35,0,4305.4,179965.72,3239.38,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2023-05-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,29.14,1.0,9,2023-04-22,7,15,22,28,0,553.85,16139.19,290.51,0-30 days,0,97.8,Rajkot Agro Milling Associates
2023-05-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,233.5,8.17,14,2023-04-17,5,106,147,206,0,124.35,29035.72,522.64,0-30 days,0,89.4,Healthy Bran Oils Pvt Ltd
2023-06-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2570.72,118.75,10,2023-05-22,5,1425,2019,2827,0,117.04,300877.07,5415.79,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-06-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,947.09,37.52,17,2023-05-15,6,488,713,998,0,151.52,143503.08,2583.06,0-30 days,0,96.1,Kathiawar Peanut Processors
2023-06-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,889.07,34.69,16,2023-05-16,5,416,589,825,0,134.8,119846.64,2157.24,0-30 days,0,92.3,Shakti Packaging Industries
2023-06-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,119.25,3.39,11,2023-05-21,10,58,92,115,0,4305.4,513418.95,9241.54,0-30 days,0,95.6,Industrial Chemicals Feedstock Co
2023-06-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,73.49,3.27,4,2023-05-28,7,46,69,86,0,553.85,40702.44,732.64,0-30 days,0,95.2,Rajkot Agro Milling Associates
2023-06-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,479.3,23.27,3,2023-05-29,5,279,395,553,0,124.35,59600.96,1072.82,0-30 days,0,94.0,Healthy Bran Oils Pvt Ltd
2023-06-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1724.68,55.42,17,2023-05-15,5,831,1108,1551,0,117.04,201856.55,3633.42,0-30 days,0,93.5,Gujarat Agro Seeds Pvt Ltd
2023-06-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,465.13,15.01,11,2023-05-21,6,240,330,462,0,151.52,70476.5,1268.58,0-30 days,0,97.3,Kathiawar Peanut Processors
2023-06-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,603.68,18.92,8,2023-05-24,5,284,379,531,0,134.8,81376.06,1464.77,0-30 days,0,91.0,Shakti Packaging Industries
2023-06-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,40.79,1.0,13,2023-05-19,10,20,30,38,0,4305.4,175617.27,3161.11,0-30 days,0,91.7,Industrial Chemicals Feedstock Co
2023-06-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,146.84,4.53,12,2023-05-20,7,77,109,136,0,553.85,81327.33,1463.89,0-30 days,0,89.9,Rajkot Agro Milling Associates
2023-06-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,214.71,8.95,6,2023-05-26,5,134,179,251,0,124.35,26699.19,480.59,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-06-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,959.73,34.83,5,2023-05-27,5,453,627,878,0,117.04,112326.8,2021.88,0-30 days,0,93.9,Gujarat Agro Seeds Pvt Ltd
2023-06-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,424.63,13.4,9,2023-05-23,6,188,268,375,0,151.52,64339.94,1158.12,0-30 days,0,98.0,Kathiawar Peanut Processors
2023-06-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,817.53,28.38,2,2023-05-30,5,369,511,715,0,134.8,110203.04,1983.65,0-30 days,0,93.9,Shakti Packaging Industries
2023-06-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,34.69,1.0,5,2023-05-27,10,18,28,35,0,4305.4,149354.33,2688.38,0-30 days,0,95.7,Industrial Chemicals Feedstock Co
2023-06-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,28.45,1.0,13,2023-05-19,7,15,22,28,0,553.85,15757.03,283.63,0-30 days,0,94.6,Rajkot Agro Milling Associates
2023-06-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,224.91,7.88,17,2023-05-15,5,102,141,197,0,124.35,27967.56,503.42,0-30 days,0,88.0,Healthy Bran Oils Pvt Ltd
2023-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2668.52,103.25,12,2023-06-19,5,1239,1755,2457,0,117.04,312323.58,5621.82,0-30 days,0,90.2,Gujarat Agro Seeds Pvt Ltd
2023-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,998.81,33.41,13,2023-06-18,6,434,634,888,0,151.52,151339.69,2724.11,0-30 days,0,91.4,Kathiawar Peanut Processors
2023-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,870.99,32.84,6,2023-06-25,5,394,558,781,0,134.8,117409.45,2113.37,0-30 days,0,96.5,Shakti Packaging Industries
2023-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,98.9,3.07,14,2023-06-17,10,52,83,104,0,4305.4,425804.06,7664.47,0-30 days,0,89.5,Industrial Chemicals Feedstock Co
2023-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,93.22,3.16,14,2023-06-17,7,44,66,82,0,553.85,51629.9,929.34,0-30 days,0,97.2,Rajkot Agro Milling Associates
2023-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,502.4,22.08,5,2023-06-26,5,265,375,525,0,124.35,62473.44,1124.52,0-30 days,0,94.1,Healthy Bran Oils Pvt Ltd
2023-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1319.38,48.18,13,2023-06-18,5,723,964,1350,0,117.04,154420.24,2779.56,0-30 days,0,90.1,Gujarat Agro Seeds Pvt Ltd
2023-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,363.52,13.37,7,2023-06-24,6,214,294,412,0,151.52,55080.55,991.45,0-30 days,0,96.4,Kathiawar Peanut Processors
2023-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,494.57,17.91,9,2023-06-22,5,269,359,503,0,134.8,66668.04,1200.02,0-30 days,0,98.0,Shakti Packaging Industries
2023-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,47.68,1.0,12,2023-06-19,10,20,30,38,0,4305.4,205281.47,3695.07,0-30 days,0,89.9,Industrial Chemicals Feedstock Co
2023-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,133.24,4.38,4,2023-06-27,7,74,105,131,0,553.85,73794.97,1328.31,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,212.27,8.49,10,2023-06-21,5,127,169,237,0,124.35,26395.77,475.12,0-30 days,0,91.8,Healthy Bran Oils Pvt Ltd
2023-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,851.71,30.29,15,2023-06-16,5,394,545,763,0,117.04,99684.14,1794.31,0-30 days,0,92.2,Gujarat Agro Seeds Pvt Ltd
2023-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,351.25,11.93,13,2023-06-18,6,167,239,335,0,151.52,53221.4,957.99,0-30 days,0,96.7,Kathiawar Peanut Processors
2023-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,737.7,26.86,7,2023-06-24,5,349,483,676,0,134.8,99441.96,1789.96,0-30 days,0,88.1,Shakti Packaging Industries
2023-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,38.66,1.0,8,2023-06-23,10,18,28,35,0,4305.4,166446.76,2996.04,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2023-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,30.9,1.0,15,2023-06-16,7,15,22,28,0,553.85,17113.97,308.05,0-30 days,0,88.7,Rajkot Agro Milling Associates
2023-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,211.38,7.47,17,2023-06-14,5,97,134,188,0,124.35,26285.1,473.13,0-30 days,0,87.4,Healthy Bran Oils Pvt Ltd
2023-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2230.96,107.72,15,2023-07-17,5,1293,1832,2565,0,117.04,261111.56,4700.01,0-30 days,0,89.2,Gujarat Agro Seeds Pvt Ltd
2023-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,929.51,33.18,11,2023-07-21,6,431,630,882,0,151.52,140839.36,2535.11,0-30 days,0,90.2,Kathiawar Peanut Processors
2023-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,772.58,34.65,16,2023-07-16,5,416,589,825,0,134.8,104143.78,1874.59,0-30 days,0,89.6,Shakti Packaging Industries
2023-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,141.58,3.41,24,2023-07-08,10,58,92,115,0,4305.4,609558.53,10972.05,0-30 days,0,89.6,Industrial Chemicals Feedstock Co
2023-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,85.92,3.03,9,2023-07-23,7,42,63,79,0,553.85,47586.79,856.56,0-30 days,0,93.4,Rajkot Agro Milling Associates
2023-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,586.5,21.9,6,2023-07-26,5,263,372,521,0,124.35,72931.27,1312.76,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1281.25,50.27,12,2023-07-20,5,754,1005,1407,0,117.04,149957.5,2699.23,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,395.23,13.27,10,2023-07-22,6,212,292,409,0,151.52,59885.25,1077.93,0-30 days,0,92.9,Kathiawar Peanut Processors
2023-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,494.2,18.9,3,2023-07-29,5,284,378,529,0,134.8,66618.16,1199.13,0-30 days,0,98.0,Shakti Packaging Industries
2023-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,39.65,1.0,15,2023-07-17,10,20,30,38,0,4305.4,170709.11,3072.76,0-30 days,0,94.1,Industrial Chemicals Feedstock Co
2023-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,108.56,4.2,10,2023-07-22,7,71,100,125,0,553.85,60125.96,1082.27,0-30 days,0,92.7,Rajkot Agro Milling Associates
2023-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,221.79,8.43,4,2023-07-28,5,126,168,235,0,124.35,27579.59,496.43,0-30 days,0,94.1,Healthy Bran Oils Pvt Ltd
2023-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,788.28,31.6,16,2023-07-16,5,411,569,797,0,117.04,92260.29,1660.69,0-30 days,0,91.7,Gujarat Agro Seeds Pvt Ltd
2023-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,359.49,11.85,8,2023-07-24,6,166,237,332,0,151.52,54469.92,980.46,0-30 days,0,98.0,Kathiawar Peanut Processors
2023-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,751.63,28.35,16,2023-07-16,5,369,511,715,0,134.8,101319.72,1823.75,0-30 days,0,85.5,Shakti Packaging Industries
2023-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,37.38,1.0,10,2023-07-22,10,18,28,35,0,4305.4,160935.85,2896.85,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2023-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,23.87,1.0,12,2023-07-20,7,15,22,28,0,553.85,13220.4,237.97,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,177.51,7.41,2,2023-07-30,5,96,133,186,0,124.35,22073.37,397.32,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3251.44,114.72,4,2023-08-28,5,1377,1951,2731,0,117.04,380548.54,6849.87,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1505.17,36.47,11,2023-08-21,6,474,693,970,0,151.52,228063.36,4105.14,0-30 days,0,91.0,Kathiawar Peanut Processors
2023-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,796.06,33.59,13,2023-08-19,5,403,571,799,0,134.8,107308.89,1931.56,0-30 days,0,94.8,Shakti Packaging Industries
2023-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,137.01,3.73,13,2023-08-19,10,63,100,125,0,4305.4,589882.85,10617.89,0-30 days,0,90.0,Industrial Chemicals Feedstock Co
