Date,Product,Sales_INR,Quantity
2024-01-16,Tirupati Mustard Oil,440152,293
2024-01-16,Olixir Olive Oil,456721,304
2024-01-16,Olixir Sesame Oil,577449,384
2024-01-16,Castor Oil,282919,188
2024-01-16,Refined Castor Oil,218276,145
2024-01-16,De Oiled Cake,488276,325
2024-01-17,Tirupati Cottonseed Oil,811651,541
2024-01-17,Tirupati Sunflower Oil,487092,324
2024-01-17,Tirupati Groundnut Oil,250374,166
2024-01-17,Tirupati Soybean Oil,126042,84
2024-01-17,Tirupati Mustard Oil,219183,146
2024-01-17,Olixir Olive Oil,556888,371
2024-01-17,Olixir Sesame Oil,177856,118
2024-01-17,Castor Oil,543147,362
2024-01-17,Refined Castor Oil,474504,316
2024-01-17,De Oiled Cake,262789,175
2024-01-18,Tirupati Cottonseed Oil,966240,644
2024-01-18,Tirupati Sunflower Oil,248931,165
2024-01-18,Tirupati Groundnut Oil,424538,283
2024-01-18,Tirupati Soybean Oil,238786,159
2024-01-18,Tirupati Mustard Oil,139010,92
2024-01-18,Olixir Olive Oil,245079,163
2024-01-18,Olixir Sesame Oil,176950,117
2024-01-18,Castor Oil,310030,206
2024-01-18,Refined Castor Oil,512917,341
2024-01-18,De Oiled Cake,224156,149
2024-01-19,Tirupati Cottonseed Oil,487050,324
2024-01-19,Tirupati Sunflower Oil,571542,381
2024-01-19,Tirupati Groundnut Oil,239360,159
2024-01-19,Tirupati Soybean Oil,260240,173
2024-01-19,Tirupati Mustard Oil,368299,245
2024-01-19,Olixir Olive Oil,141012,94
2024-01-19,Olixir Sesame Oil,415196,276
2024-01-19,Castor Oil,307706,205
2024-01-19,Refined Castor Oil,455514,303
2024-01-19,De Oiled Cake,139064,92
2024-01-20,Tirupati Cottonseed Oil,790128,526
2024-01-20,Tirupati Sunflower Oil,517711,345
2024-01-20,Tirupati Groundnut Oil,173227,115
2024-01-20,Tirupati Soybean Oil,217068,144
2024-01-20,Tirupati Mustard Oil,73956,49
2024-01-20,Olixir Olive Oil,209122,139
2024-01-20,Olixir Sesame Oil,141154,94
2024-01-20,Castor Oil,73814,49
2024-01-20,Refined Castor Oil,168416,112
2024-01-20,De Oiled Cake,103382,68
2024-01-21,Tirupati Cottonseed Oil,581913,387
2024-01-21,Tirupati Sunflower Oil,255246,170
2024-01-21,Tirupati Groundnut Oil,281289,187
2024-01-21,Tirupati Soybean Oil,323792,215
2024-01-21,Tirupati Mustard Oil,354300,236
2024-01-21,Olixir Olive Oil,474208,316
2024-01-21,Olixir Sesame Oil,151459,100
2024-01-21,Castor Oil,88450,58
2024-01-21,Refined Castor Oil,441153,294
2024-01-21,De Oiled Cake,178284,118
2024-01-22,Tirupati Cottonseed Oil,198294,132
2024-01-22,Tirupati Sunflower Oil,451467,300
2024-01-22,Tirupati Groundnut Oil,202422,134
2024-01-22,Tirupati Soybean Oil,164568,109
2024-01-22,Tirupati Mustard Oil,77950,51
2024-01-22,Olixir Olive Oil,425766,283
2024-01-22,Olixir Sesame Oil,322544,215
2024-01-22,Castor Oil,400648,267
2024-01-22,Refined Castor Oil,328177,218
2024-01-22,De Oiled Cake,435024,290
2024-01-23,Tirupati Cottonseed Oil,167469,111
2024-01-23,Tirupati Sunflower Oil,84620,56
2024-01-23,Tirupati Groundnut Oil,369418,246
2024-01-23,Tirupati Soybean Oil,242174,161
2024-01-23,Tirupati Mustard Oil,535501,357
2024-01-23,Olixir Olive Oil,380738,253
2024-01-23,Olixir Sesame Oil,582937,388
2024-01-23,Castor Oil,494023,329
2024-01-23,Refined Castor Oil,481528,321
2024-01-23,De Oiled Cake,138120,92
2024-01-24,Tirupati Cottonseed Oil,155728,103
2024-01-24,Tirupati Sunflower Oil,161376,107
2024-01-24,Tirupati Groundnut Oil,562693,375
2024-01-24,Tirupati Soybean Oil,170270,113
2024-01-24,Tirupati Mustard Oil,243006,162
2024-01-24,Olixir Olive Oil,396704,264
2024-01-24,Olixir Sesame Oil,91842,61
2024-01-24,Castor Oil,208624,139
2024-01-24,Refined Castor Oil,270120,180
2024-01-24,De Oiled Cake,259184,172
2024-01-25,Tirupati Cottonseed Oil,745851,497
2024-01-25,Tirupati Sunflower Oil,98779,65
2024-01-25,Tirupati Groundnut Oil,313490,208
2024-01-25,Tirupati Soybean Oil,123685,82
2024-01-25,Tirupati Mustard Oil,69362,46
2024-01-25,Olixir Olive Oil,236869,157
2024-01-25,Olixir Sesame Oil,67942,45
2024-01-25,Castor Oil,338558,225
2024-01-25,Refined Castor Oil,425300,283
2024-01-25,De Oiled Cake,376270,250
2024-01-26,Tirupati Cottonseed Oil,963871,642
2024-01-26,Tirupati Sunflower Oil,60825,40
2024-01-26,Tirupati Groundnut Oil,428198,285
2024-01-26,Tirupati Soybean Oil,379099,252
2024-01-26,Tirupati Mustard Oil,398281,265
2024-01-26,Olixir Olive Oil,434625,289
2024-01-26,Olixir Sesame Oil,378868,252
2024-01-26,Castor Oil,215020,143
2024-01-26,Refined Castor Oil,334044,222
2024-01-26,De Oiled Cake,434754,289
2024-01-27,Tirupati Cottonseed Oil,514881,343
2024-01-27,Tirupati Sunflower Oil,580600,387
2024-01-27,Tirupati Groundnut Oil,204444,136
2024-01-27,Tirupati Soybean Oil,232375,154
2024-01-27,Tirupati Mustard Oil,455727,303
2024-01-27,Olixir Olive Oil,159734,106
2024-01-27,Olixir Sesame Oil,166915,111
2024-01-27,Castor Oil,240654,160
2024-01-27,Refined Castor Oil,342957,228
2024-01-27,De Oiled Cake,106428,70
2024-01-28,Tirupati Cottonseed Oil,413690,275
2024-01-28,Tirupati Sunflower Oil,533809,355
2024-01-28,Tirupati Groundnut Oil,195975,130
2024-01-28,Tirupati Soybean Oil,374091,249
2024-01-28,Tirupati Mustard Oil,273250,182
2024-01-28,Olixir Olive Oil,331791,221
2024-01-28,Olixir Sesame Oil,289006,192
2024-01-28,Castor Oil,168763,112
2024-01-28,Refined Castor Oil,80673,53
2024-01-28,De Oiled Cake,86661,57
2024-01-29,Tirupati Cottonseed Oil,130203,86
2024-01-29,Tirupati Sunflower Oil,525170,350
2024-01-29,Tirupati Groundnut Oil,310626,207
2024-01-29,Tirupati Soybean Oil,387168,258
2024-01-29,Tirupati Mustard Oil,498338,332
2024-01-29,Olixir Olive Oil,387220,258
2024-01-29,Olixir Sesame Oil,430077,286
2024-01-29,Castor Oil,529160,352
2024-01-29,Refined Castor Oil,94219,62
2024-01-29,De Oiled Cake,533998,355
2024-01-30,Tirupati Cottonseed Oil,529286,352
2024-01-30,Tirupati Sunflower Oil,207958,138
2024-01-30,Tirupati Groundnut Oil,501871,334
2024-01-30,Tirupati Soybean Oil,354482,236
2024-01-30,Tirupati Mustard Oil,526878,351
2024-01-30,Olixir Olive Oil,235746,157
2024-01-30,Olixir Sesame Oil,80630,53
2024-01-30,Castor Oil,404408,269
2024-01-30,Refined Castor Oil,478651,319
2024-01-30,De Oiled Cake,388180,258
2024-01-31,Tirupati Cottonseed Oil,500516,333
2024-01-31,Tirupati Sunflower Oil,404793,269
2024-01-31,Tirupati Groundnut Oil,492267,328
2024-01-31,Tirupati Soybean Oil,342400,228
2024-01-31,Tirupati Mustard Oil,535291,356
2024-01-31,Olixir Olive Oil,489144,326
2024-01-31,Olixir Sesame Oil,107763,71
2024-01-31,Castor Oil,581764,387
2024-01-31,Refined Castor Oil,431533,287
2024-01-31,De Oiled Cake,502032,334
2024-02-01,Tirupati Cottonseed Oil,542562,361
2024-02-01,Tirupati Sunflower Oil,289068,192
2024-02-01,Tirupati Groundnut Oil,526136,350
2024-02-01,Tirupati Soybean Oil,442078,294
2024-02-01,Tirupati Mustard Oil,324585,216
2024-02-01,Olixir Olive Oil,365084,243
2024-02-01,Olixir Sesame Oil,317446,211
2024-02-01,Castor Oil,576660,384
2024-02-01,Refined Castor Oil,326343,217
2024-02-01,De Oiled Cake,139039,92
2024-02-02,Tirupati Cottonseed Oil,586426,390
2024-02-02,Tirupati Sunflower Oil,444432,296
2024-02-02,Tirupati Groundnut Oil,259954,173
2024-02-02,Tirupati Soybean Oil,365116,243
2024-02-02,Tirupati Mustard Oil,99630,66
2024-02-02,Olixir Olive Oil,597450,398
2024-02-02,Olixir Sesame Oil,540972,360
2024-02-02,Castor Oil,313771,209
2024-02-02,Refined Castor Oil,313184,208
2024-02-02,De Oiled Cake,550016,366
2024-02-03,Tirupati Cottonseed Oil,244297,162
2024-02-03,Tirupati Sunflower Oil,251128,167
2024-02-03,Tirupati Groundnut Oil,516242,344
2024-02-03,Tirupati Soybean Oil,379914,253
2024-02-03,Tirupati Mustard Oil,418800,279
2024-02-03,Olixir Olive Oil,152919,101
2024-02-03,Olixir Sesame Oil,73040,48
2024-02-03,Castor Oil,595076,396
2024-02-03,Refined Castor Oil,535909,357
2024-02-03,De Oiled Cake,355736,237
2024-02-04,Tirupati Cottonseed Oil,646390,430
2024-02-04,Tirupati Sunflower Oil,72021,48
2024-02-04,Tirupati Groundnut Oil,277299,184
2024-02-04,Tirupati Soybean Oil,240454,160
2024-02-04,Tirupati Mustard Oil,372392,248
2024-02-04,Olixir Olive Oil,90176,60
2024-02-04,Olixir Sesame Oil,80338,53
2024-02-04,Castor Oil,84961,56
2024-02-04,Refined Castor Oil,561814,374
2024-02-04,De Oiled Cake,101967,67
2024-02-05,Tirupati Cottonseed Oil,722036,481
2024-02-05,Tirupati Sunflower Oil,141744,94
2024-02-05,Tirupati Groundnut Oil,545564,363
2024-02-05,Tirupati Soybean Oil,402357,268
2024-02-05,Tirupati Mustard Oil,128181,85
2024-02-05,Olixir Olive Oil,214390,142
2024-02-05,Olixir Sesame Oil,72516,48
2024-02-05,Castor Oil,263098,175
2024-02-05,Refined Castor Oil,552656,368
2024-02-05,De Oiled Cake,203340,135
2024-02-06,Tirupati Cottonseed Oil,275082,183
2024-02-06,Tirupati Sunflower Oil,152606,101
2024-02-06,Tirupati Groundnut Oil,339204,226
2024-02-06,Tirupati Soybean Oil,464982,309
2024-02-06,Tirupati Mustard Oil,302169,201
2024-02-06,Olixir Olive Oil,570062,380
2024-02-06,Olixir Sesame Oil,569395,379
2024-02-06,Castor Oil,289233,192
2024-02-06,Refined Castor Oil,85387,56
2024-02-06,De Oiled Cake,231597,154
2024-02-07,Tirupati Cottonseed Oil,162151,108
2024-02-07,Tirupati Sunflower Oil,79748,53
2024-02-07,Tirupati Groundnut Oil,390594,260
2024-02-07,Tirupati Soybean Oil,198384,132
2024-02-07,Tirupati Mustard Oil,365984,243
2024-02-07,Olixir Olive Oil,150981,100
2024-02-07,Olixir Sesame Oil,429438,286
2024-02-07,Castor Oil,304531,203
2024-02-07,Refined Castor Oil,370438,246
2024-02-07,De Oiled Cake,83949,55
2024-02-08,Tirupati Cottonseed Oil,959644,639
2024-02-08,Tirupati Sunflower Oil,568671,379
2024-02-08,Tirupati Groundnut Oil,571059,380
2024-02-08,Tirupati Soybean Oil,376639,251
2024-02-08,Tirupati Mustard Oil,500762,333
2024-02-08,Olixir Olive Oil,591756,394
2024-02-08,Olixir Sesame Oil,418634,279
2024-02-08,Castor Oil,132428,88
2024-02-08,Refined Castor Oil,432727,288
2024-02-08,De Oiled Cake,230928,153
2024-02-09,Tirupati Cottonseed Oil,923588,615
2024-02-09,Tirupati Sunflower Oil,286852,191
2024-02-09,Tirupati Groundnut Oil,392474,261
2024-02-09,Tirupati Soybean Oil,193756,129
2024-02-09,Tirupati Mustard Oil,348870,232
2024-02-09,Olixir Olive Oil,407574,271
2024-02-09,Olixir Sesame Oil,211216,140
2024-02-09,Castor Oil,161052,107
2024-02-09,Refined Castor Oil,382664,255
2024-02-09,De Oiled Cake,100378,66
2024-02-10,Tirupati Cottonseed Oil,464532,309
2024-02-10,Tirupati Sunflower Oil,564774,376
2024-02-10,Tirupati Groundnut Oil,580825,387
2024-02-10,Tirupati Soybean Oil,163738,109
2024-02-10,Tirupati Mustard Oil,382378,254
2024-02-10,Olixir Olive Oil,434794,289
2024-02-10,Olixir Sesame Oil,284842,189
2024-02-10,Castor Oil,143398,95
2024-02-10,Refined Castor Oil,294636,196
2024-02-10,De Oiled Cake,145488,96
2024-02-11,Tirupati Cottonseed Oil,1035951,690
2024-02-11,Tirupati Sunflower Oil,346825,231
2024-02-11,Tirupati Groundnut Oil,470611,313
2024-02-11,Tirupati Soybean Oil,501988,334
2024-02-11,Tirupati Mustard Oil,339882,226
2024-02-11,Olixir Olive Oil,547686,365
2024-02-11,Olixir Sesame Oil,63889,42
2024-02-11,Castor Oil,138159,92
2024-02-11,Refined Castor Oil,454095,302
2024-02-11,De Oiled Cake,200366,133
2024-02-12,Tirupati Cottonseed Oil,605929,403
2024-02-12,Tirupati Sunflower Oil,500332,333
2024-02-12,Tirupati Groundnut Oil,173824,115
2024-02-12,Tirupati Soybean Oil,431247,287
2024-02-12,Tirupati Mustard Oil,107427,71
2024-02-12,Olixir Olive Oil,583273,388
2024-02-12,Olixir Sesame Oil,318580,212
2024-02-12,Castor Oil,328910,219
2024-02-12,Refined Castor Oil,289898,193
2024-02-12,De Oiled Cake,542137,361
2024-02-13,Tirupati Cottonseed Oil,321050,214
2024-02-13,Tirupati Sunflower Oil,335610,223
2024-02-13,Tirupati Groundnut Oil,596768,397
2024-02-13,Tirupati Soybean Oil,169515,113
2024-02-13,Tirupati Mustard Oil,372670,248
2024-02-13,Olixir Olive Oil,400063,266
2024-02-13,Olixir Sesame Oil,382527,255
2024-02-13,Castor Oil,539031,359
2024-02-13,Refined Castor Oil,65415,43
2024-02-13,De Oiled Cake,322946,215
2024-02-14,Tirupati Cottonseed Oil,182160,121
2024-02-14,Tirupati Sunflower Oil,205537,137
2024-02-14,Tirupati Groundnut Oil,310672,207
2024-02-14,Tirupati Soybean Oil,303727,202
2024-02-14,Tirupati Mustard Oil,191589,127
2024-02-14,Olixir Olive Oil,495565,330
2024-02-14,Olixir Sesame Oil,450390,300
2024-02-14,Castor Oil,480222,320
2024-02-14,Refined Castor Oil,457020,304
2024-02-14,De Oiled Cake,248574,165
2024-02-15,Tirupati Cottonseed Oil,967506,645
2024-02-15,Tirupati Sunflower Oil,431966,287
2024-02-15,Tirupati Groundnut Oil,87771,58
2024-02-15,Tirupati Soybean Oil,383558,255
2024-02-15,Tirupati Mustard Oil,563160,375
2024-02-15,Olixir Olive Oil,344550,229
2024-02-15,Olixir Sesame Oil,339462,226
2024-02-15,Castor Oil,80624,53
2024-02-15,Refined Castor Oil,164038,109
2024-02-15,De Oiled Cake,500270,333
2024-02-16,Tirupati Cottonseed Oil,106152,70
2024-02-16,Tirupati Sunflower Oil,567816,378
2024-02-16,Tirupati Groundnut Oil,387280,258
2024-02-16,Tirupati Soybean Oil,247084,164
2024-02-16,Tirupati Mustard Oil,166430,110
2024-02-16,Olixir Olive Oil,452875,301
2024-02-16,Olixir Sesame Oil,136239,90
2024-02-16,Castor Oil,218576,145
2024-02-16,Refined Castor Oil,568060,378
2024-02-16,De Oiled Cake,399098,266
2024-02-17,Tirupati Cottonseed Oil,748989,499
2024-02-17,Tirupati Sunflower Oil,552501,368
2024-02-17,Tirupati Groundnut Oil,110812,73
2024-02-17,Tirupati Soybean Oil,491023,327
2024-02-17,Tirupati Mustard Oil,138086,92
2024-02-17,Olixir Olive Oil,492214,328
2024-02-17,Olixir Sesame Oil,572445,381
2024-02-17,Castor Oil,388900,259
2024-02-17,Refined Castor Oil,303954,202
2024-02-17,De Oiled Cake,512649,341
2024-02-18,Tirupati Cottonseed Oil,783607,522
2024-02-18,Tirupati Sunflower Oil,260768,173
2024-02-18,Tirupati Groundnut Oil,335366,223
2024-02-18,Tirupati Soybean Oil,463340,308
2024-02-18,Tirupati Mustard Oil,324709,216
2024-02-18,Olixir Olive Oil,385921,257
2024-02-18,Olixir Sesame Oil,476946,317
2024-02-18,Castor Oil,585153,390
2024-02-18,Refined Castor Oil,193464,128
2024-02-18,De Oiled Cake,278622,185
2024-02-19,Tirupati Cottonseed Oil,461713,307
2024-02-19,Tirupati Sunflower Oil,164629,109
2024-02-19,Tirupati Groundnut Oil,62008,41
2024-02-19,Tirupati Soybean Oil,482848,321
2024-02-19,Tirupati Mustard Oil,151036,100
2024-02-19,Olixir Olive Oil,584278,389
2024-02-19,Olixir Sesame Oil,446613,297
2024-02-19,Castor Oil,439482,292
2024-02-19,Refined Castor Oil,372793,248
2024-02-19,De Oiled Cake,423846,282
2024-02-20,Tirupati Cottonseed Oil,667315,444
2024-02-20,Tirupati Sunflower Oil,151311,100
2024-02-20,Tirupati Groundnut Oil,217477,144
2024-02-20,Tirupati Soybean Oil,578883,385
2024-02-20,Tirupati Mustard Oil,519909,346
2024-02-20,Olixir Olive Oil,181903,121
2024-02-20,Olixir Sesame Oil,77470,51
2024-02-20,Castor Oil,82000,54
2024-02-20,Refined Castor Oil,502656,335
2024-02-20,De Oiled Cake,301874,201
2024-02-21,Tirupati Cottonseed Oil,863948,575
2024-02-21,Tirupati Sunflower Oil,519561,346
2024-02-21,Tirupati Groundnut Oil,82212,54
2024-02-21,Tirupati Soybean Oil,340140,226
2024-02-21,Tirupati Mustard Oil,495441,330
2024-02-21,Olixir Olive Oil,365014,243
2024-02-21,Olixir Sesame Oil,255259,170
2024-02-21,Castor Oil,162277,108
2024-02-21,Refined Castor Oil,296997,197
2024-02-21,De Oiled Cake,578032,385
2024-02-22,Tirupati Cottonseed Oil,351726,234
2024-02-22,Tirupati Sunflower Oil,488544,325
2024-02-22,Tirupati Groundnut Oil,596956,397
2024-02-22,Tirupati Soybean Oil,390462,260
2024-02-22,Tirupati Mustard Oil,131886,87
2024-02-22,Olixir Olive Oil,306423,204
2024-02-22,Olixir Sesame Oil,288699,192
2024-02-22,Castor Oil,232728,155
2024-02-22,Refined Castor Oil,163524,109
2024-02-22,De Oiled Cake,84453,56
2024-02-23,Tirupati Cottonseed Oil,241339,160
2024-02-23,Tirupati Sunflower Oil,358726,239
2024-02-23,Tirupati Groundnut Oil,467254,311
2024-02-23,Tirupati Soybean Oil,99201,66
2024-02-23,Tirupati Mustard Oil,594432,396
2024-02-23,Olixir Olive Oil,123126,82
2024-02-23,Olixir Sesame Oil,504296,336
2024-02-23,Castor Oil,249072,166
2024-02-23,Refined Castor Oil,435172,290
2024-02-23,De Oiled Cake,68570,45
2024-02-24,Tirupati Cottonseed Oil,576926,384
2024-02-24,Tirupati Sunflower Oil,94898,63
2024-02-24,Tirupati Groundnut Oil,419739,279
2024-02-24,Tirupati Soybean Oil,545467,363
2024-02-24,Tirupati Mustard Oil,480739,320
2024-02-24,Olixir Olive Oil,356012,237
2024-02-24,Olixir Sesame Oil,294508,196
2024-02-24,Castor Oil,306292,204
2024-02-24,Refined Castor Oil,486296,324
2024-02-24,De Oiled Cake,396308,264
2024-02-25,Tirupati Cottonseed Oil,437515,291
2024-02-25,Tirupati Sunflower Oil,351535,234
2024-02-25,Tirupati Groundnut Oil,163140,108
2024-02-25,Tirupati Soybean Oil,576666,384
2024-02-25,Tirupati Mustard Oil,275139,183
2024-02-25,Olixir Olive Oil,404208,269
2024-02-25,Olixir Sesame Oil,265924,177
2024-02-25,Castor Oil,309220,206
2024-02-25,Refined Castor Oil,580015,386
2024-02-25,De Oiled Cake,436186,290
2024-02-26,Tirupati Cottonseed Oil,253018,168
2024-02-26,Tirupati Sunflower Oil,340066,226
2024-02-26,Tirupati Groundnut Oil,315950,210
2024-02-26,Tirupati Soybean Oil,275158,183
2024-02-26,Tirupati Mustard Oil,424542,283
2024-02-26,Olixir Olive Oil,299064,199
2024-02-26,Olixir Sesame Oil,486679,324
2024-02-26,Castor Oil,305558,203
2024-02-26,Refined Castor Oil,520780,347
2024-02-26,De Oiled Cake,166209,110
2024-02-27,Tirupati Cottonseed Oil,804244,536
2024-02-27,Tirupati Sunflower Oil,539901,359
2024-02-27,Tirupati Groundnut Oil,411055,274
2024-02-27,Tirupati Soybean Oil,236670,157
2024-02-27,Tirupati Mustard Oil,204748,136
2024-02-27,Olixir Olive Oil,367716,245
2024-02-27,Olixir Sesame Oil,207248,138
2024-02-27,Castor Oil,386911,257
2024-02-27,Refined Castor Oil,515209,343
2024-02-27,De Oiled Cake,214244,142
2024-02-28,Tirupati Cottonseed Oil,1107949,738
2024-02-28,Tirupati Sunflower Oil,526580,351
2024-02-28,Tirupati Groundnut Oil,547730,365
2024-02-28,Tirupati Soybean Oil,520303,346
2024-02-28,Tirupati Mustard Oil,380308,253
2024-02-28,Olixir Olive Oil,285285,190
2024-02-28,Olixir Sesame Oil,592756,395
2024-02-28,Castor Oil,245787,163
2024-02-28,Refined Castor Oil,313736,209
2024-02-28,De Oiled Cake,232363,154
2024-02-29,Tirupati Cottonseed Oil,493095,328
2024-02-29,Tirupati Sunflower Oil,560169,373
2024-02-29,Tirupati Groundnut Oil,429742,286
2024-02-29,Tirupati Soybean Oil,287629,191
2024-02-29,Tirupati Mustard Oil,202688,135
2024-02-29,Olixir Olive Oil,298141,198
2024-02-29,Olixir Sesame Oil,228618,152
2024-02-29,Castor Oil,576494,384
2024-02-29,Refined Castor Oil,422252,281
2024-02-29,De Oiled Cake,447194,298
2024-03-01,Tirupati Cottonseed Oil,584095,389
2024-03-01,Tirupati Sunflower Oil,408775,272
2024-03-01,Tirupati Groundnut Oil,139666,93
2024-03-01,Tirupati Soybean Oil,185422,123
2024-03-01,Tirupati Mustard Oil,117406,78
2024-03-01,Olixir Olive Oil,325342,216
2024-03-01,Olixir Sesame Oil,552361,368
2024-03-01,Castor Oil,511302,340
2024-03-01,Refined Castor Oil,518616,345
2024-03-01,De Oiled Cake,158330,105
2024-03-02,Tirupati Cottonseed Oil,170140,113
2024-03-02,Tirupati Sunflower Oil,425229,283
2024-03-02,Tirupati Groundnut Oil,213182,142
2024-03-02,Tirupati Soybean Oil,107455,71
2024-03-02,Tirupati Mustard Oil,190572,127
2024-03-02,Olixir Olive Oil,96553,64
2024-03-02,Olixir Sesame Oil,96366,64
2024-03-02,Castor Oil,599977,399
2024-03-02,Refined Castor Oil,208065,138
2024-03-02,De Oiled Cake,202850,135
2024-03-03,Tirupati Cottonseed Oil,553724,369
2024-03-03,Tirupati Sunflower Oil,162256,108
2024-03-03,Tirupati Groundnut Oil,66240,44
2024-03-03,Tirupati Soybean Oil,242410,161
2024-03-03,Tirupati Mustard Oil,181704,121
2024-03-03,Olixir Olive Oil,374876,249
2024-03-03,Olixir Sesame Oil,427758,285
2024-03-03,Castor Oil,567723,378
2024-03-03,Refined Castor Oil,361788,241
2024-03-03,De Oiled Cake,382195,254
2024-03-04,Tirupati Cottonseed Oil,427581,285
2024-03-04,Tirupati Sunflower Oil,302743,201
2024-03-04,Tirupati Groundnut Oil,199843,133
2024-03-04,Tirupati Soybean Oil,547467,364
2024-03-04,Tirupati Mustard Oil,200396,133
2024-03-04,Olixir Olive Oil,414531,276
2024-03-04,Olixir Sesame Oil,428728,285
2024-03-04,Castor Oil,521926,347
2024-03-04,Refined Castor Oil,595346,396
2024-03-04,De Oiled Cake,188311,125
2024-03-05,Tirupati Cottonseed Oil,857782,571
2024-03-05,Tirupati Sunflower Oil,228374,152
2024-03-05,Tirupati Groundnut Oil,258903,172
2024-03-05,Tirupati Soybean Oil,496078,330
2024-03-05,Tirupati Mustard Oil,498099,332
2024-03-05,Olixir Olive Oil,323671,215
2024-03-05,Olixir Sesame Oil,265742,177
2024-03-05,Castor Oil,85226,56
2024-03-05,Refined Castor Oil,458793,305
2024-03-05,De Oiled Cake,202543,135
2024-03-06,Tirupati Cottonseed Oil,158293,105
2024-03-06,Tirupati Sunflower Oil,295573,197
2024-03-06,Tirupati Groundnut Oil,463110,308
2024-03-06,Tirupati Soybean Oil,66097,44
2024-03-06,Tirupati Mustard Oil,313716,209
2024-03-06,Olixir Olive Oil,415995,277
2024-03-06,Olixir Sesame Oil,167454,111
2024-03-06,Castor Oil,583098,388
2024-03-06,Refined Castor Oil,558688,372
2024-03-06,De Oiled Cake,364585,243
2024-03-07,Tirupati Cottonseed Oil,905199,603
2024-03-07,Tirupati Sunflower Oil,591559,394
2024-03-07,Tirupati Groundnut Oil,143100,95
2024-03-07,Tirupati Soybean Oil,351892,234
2024-03-07,Tirupati Mustard Oil,99625,66
2024-03-07,Olixir Olive Oil,290192,193
2024-03-07,Olixir Sesame Oil,204981,136
2024-03-07,Castor Oil,456187,304
2024-03-07,Refined Castor Oil,561068,374
2024-03-07,De Oiled Cake,433815,289
2024-03-08,Tirupati Cottonseed Oil,992094,661
2024-03-08,Tirupati Sunflower Oil,588558,392
2024-03-08,Tirupati Groundnut Oil,500509,333
2024-03-08,Tirupati Soybean Oil,543087,362
2024-03-08,Tirupati Mustard Oil,333762,222
2024-03-08,Olixir Olive Oil,576334,384
2024-03-08,Olixir Sesame Oil,246549,164
2024-03-08,Castor Oil,377540,251
2024-03-08,Refined Castor Oil,288002,192
2024-03-08,De Oiled Cake,577622,385
2024-03-09,Tirupati Cottonseed Oil,578857,385
2024-03-09,Tirupati Sunflower Oil,443490,295
2024-03-09,Tirupati Groundnut Oil,520476,346
2024-03-09,Tirupati Soybean Oil,345159,230
2024-03-09,Tirupati Mustard Oil,348021,232
2024-03-09,Olixir Olive Oil,154054,102
2024-03-09,Olixir Sesame Oil,252807,168
2024-03-09,Castor Oil,92264,61
2024-03-09,Refined Castor Oil,390301,260
2024-03-09,De Oiled Cake,148567,99
2024-03-10,Tirupati Cottonseed Oil,652135,434
2024-03-10,Tirupati Sunflower Oil,314426,209
2024-03-10,Tirupati Groundnut Oil,523812,349
2024-03-10,Tirupati Soybean Oil,457388,304
2024-03-10,Tirupati Mustard Oil,509451,339
2024-03-10,Olixir Olive Oil,421473,280
2024-03-10,Olixir Sesame Oil,275934,183
2024-03-10,Castor Oil,583485,388
2024-03-10,Refined Castor Oil,485769,323
2024-03-10,De Oiled Cake,240434,160
2024-03-11,Tirupati Cottonseed Oil,918208,612
2024-03-11,Tirupati Sunflower Oil,553226,368
2024-03-11,Tirupati Groundnut Oil,100654,67
2024-03-11,Tirupati Soybean Oil,187438,124
2024-03-11,Tirupati Mustard Oil,595267,396
2024-03-11,Olixir Olive Oil,504236,336
2024-03-11,Olixir Sesame Oil,125040,83
2024-03-11,Castor Oil,517494,344
2024-03-11,Refined Castor Oil,110140,73
2024-03-11,De Oiled Cake,158886,105
2024-03-12,Tirupati Cottonseed Oil,449973,299
2024-03-12,Tirupati Sunflower Oil,567649,378
2024-03-12,Tirupati Groundnut Oil,498643,332
2024-03-12,Tirupati Soybean Oil,482085,321
2024-03-12,Tirupati Mustard Oil,342964,228
2024-03-12,Olixir Olive Oil,98737,65
2024-03-12,Olixir Sesame Oil,224935,149
2024-03-12,Castor Oil,538405,358
2024-03-12,Refined Castor Oil,385060,256
2024-03-12,De Oiled Cake,91268,60
2024-03-13,Tirupati Cottonseed Oil,151182,100
2024-03-13,Tirupati Sunflower Oil,373797,249
2024-03-13,Tirupati Groundnut Oil,236126,157
2024-03-13,Tirupati Soybean Oil,201474,134
2024-03-13,Tirupati Mustard Oil,592423,394
2024-03-13,Olixir Olive Oil,301885,201
2024-03-13,Olixir Sesame Oil,286135,190
2024-03-13,Castor Oil,586537,391
2024-03-13,Refined Castor Oil,177307,118
2024-03-13,De Oiled Cake,424090,282
2024-03-14,Tirupati Cottonseed Oil,348792,232
2024-03-14,Tirupati Sunflower Oil,570633,380
2024-03-14,Tirupati Groundnut Oil,329624,219
2024-03-14,Tirupati Soybean Oil,315021,210
2024-03-14,Tirupati Mustard Oil,455846,303
2024-03-14,Olixir Olive Oil,159903,106
2024-03-14,Olixir Sesame Oil,335767,223
2024-03-14,Castor Oil,205323,136
2024-03-14,Refined Castor Oil,276504,184
2024-03-14,De Oiled Cake,340834,227
2024-03-15,Tirupati Cottonseed Oil,474565,316
