return_period,doc_type,invoice_no,invoice_date,counterparty_id,counterparty_name,gstin,taxable_value,cgst_amount,sgst_amount,igst_amount,total_tax_amount,gstr2b_status,mismatch_flag,mismatch_reason
2023-08,Sale,S-202308-00385,2023-08-01,C002,West India Distributors Mumbai,27CUST0384Z5,210056.21,0.0,0.0,37810.12,37810.12,N/A,0,
2023-08,Sale,S-202308-00386,2023-08-01,C002,West India Distributors Mumbai,27CUST0385Z5,85665.02,0.0,0.0,15419.7,15419.7,N/A,0,
2023-08,Sale,S-202308-00387,2023-08-01,C002,West India Distributors Mumbai,27CUST0386Z5,92797.0,0.0,0.0,16703.46,16703.46,N/A,0,
2023-08,Sale,S-202308-00388,2023-08-01,C002,West India Distributors Mumbai,27CUST0387Z5,49029.72,0.0,0.0,8825.35,8825.35,N/A,0,
2023-08,Sale,S-202308-00389,2023-08-01,C003,FreshMart Vadodara,24CUST0388Z5,88285.08,7945.66,7945.66,0.0,15891.32,N/A,0,
2023-08,Sale,S-202308-00390,2023-08-01,C003,FreshMart Vadodara,24CUST0389Z5,43725.84,3935.33,3935.33,0.0,7870.66,N/A,0,
2023-08,Sale,S-202308-00391,2023-08-01,C003,FreshMart Vadodara,24CUST0390Z5,45840.0,4125.6,4125.6,0.0,8251.2,N/A,0,
2023-08,Sale,S-202308-00392,2023-08-01,C003,FreshMart Vadodara,24CUST0391Z5,20463.87,1841.75,1841.75,0.0,3683.5,N/A,0,
2023-08,Sale,S-202308-00393,2023-08-01,C004,Pune Retail Mart,27CUST0392Z5,82825.52,0.0,0.0,14908.59,14908.59,N/A,0,
2023-08,Sale,S-202308-00394,2023-08-01,C004,Pune Retail Mart,27CUST0393Z5,36099.24,0.0,0.0,6497.86,6497.86,N/A,0,
2023-08,Sale,S-202308-00395,2023-08-01,C004,Pune Retail Mart,27CUST0394Z5,41399.25,0.0,0.0,7451.86,7451.86,N/A,0,
2023-08,Sale,S-202308-00396,2023-08-01,C004,Pune Retail Mart,27CUST0395Z5,24361.75,0.0,0.0,4385.11,4385.11,N/A,0,
2023-08,Sale,S-202308-00399,2023-08-01,C007,Industrial Chemicals Pvt Ltd,24CUST0398Z5,116213.76,10459.24,10459.24,0.0,20918.48,N/A,0,
2023-08,Sale,S-202308-00400,2023-08-01,C008,Rajkot Agro Feed Traders,24CUST0399Z5,77343.0,6960.87,6960.87,0.0,13921.74,N/A,0,
2023-09,Sale,S-202309-00401,2023-09-01,C001,Shree Traders Ahmedabad,24CUST0400Z5,179979.6,16198.16,16198.16,0.0,32396.32,N/A,0,
2023-09,Sale,S-202309-00402,2023-09-01,C001,Shree Traders Ahmedabad,24CUST0401Z5,74027.08,6662.44,6662.44,0.0,13324.88,N/A,0,
2023-09,Sale,S-202309-00403,2023-09-01,C001,Shree Traders Ahmedabad,24CUST0402Z5,70430.6,6338.75,6338.75,0.0,12677.5,N/A,0,
2023-09,Sale,S-202309-00404,2023-09-01,C001,Shree Traders Ahmedabad,24CUST0403Z5,47309.98,4257.9,4257.9,0.0,8515.8,N/A,0,
2023-09,Sale,S-202309-00405,2023-09-01,C002,West India Distributors Mumbai,27CUST0404Z5,229616.1,0.0,0.0,41330.9,41330.9,N/A,0,
2023-09,Sale,S-202309-00406,2023-09-01,C002,West India Distributors Mumbai,27CUST0405Z5,89994.66,0.0,0.0,16199.04,16199.04,N/A,0,
2023-09,Sale,S-202309-00407,2023-09-01,C002,West India Distributors Mumbai,27CUST0406Z5,101161.8,0.0,0.0,18209.12,18209.12,N/A,0,
2023-09,Sale,S-202309-00408,2023-09-01,C002,West India Distributors Mumbai,27CUST0407Z5,49537.8,0.0,0.0,8916.8,8916.8,N/A,0,
2023-09,Sale,S-202309-00409,2023-09-01,C003,FreshMart Vadodara,24CUST0408Z5,92146.72,8293.2,8293.2,0.0,16586.4,N/A,0,
2023-09,Sale,S-202309-00410,2023-09-01,C003,FreshMart Vadodara,24CUST0409Z5,45251.16,4072.6,4072.6,0.0,8145.2,N/A,0,
2023-09,Sale,S-202309-00411,2023-09-01,C003,FreshMart Vadodara,24CUST0410Z5,39966.75,3597.01,3597.01,0.0,7194.02,N/A,0,
2023-09,Sale,S-202309-00412,2023-09-01,C003,FreshMart Vadodara,24CUST0411Z5,26589.11,2393.02,2393.02,0.0,4786.04,N/A,0,
2023-09,Sale,S-202309-00413,2023-09-01,C004,Pune Retail Mart,27CUST0412Z5,83491.32,0.0,0.0,15028.44,15028.44,N/A,0,
2023-09,Sale,S-202309-00414,2023-09-01,C004,Pune Retail Mart,27CUST0413Z5,45420.64,0.0,0.0,8175.72,8175.72,N/A,0,
2023-09,Sale,S-202309-00415,2023-09-01,C004,Pune Retail Mart,27CUST0414Z5,39680.25,0.0,0.0,7142.44,7142.44,N/A,0,
2023-09,Sale,S-202309-00416,2023-09-01,C004,Pune Retail Mart,27CUST0415Z5,24500.96,0.0,0.0,4410.17,4410.17,N/A,0,
2023-09,Sale,S-202309-00419,2023-09-01,C007,Industrial Chemicals Pvt Ltd,24CUST0418Z5,130740.48,11766.64,11766.64,0.0,23533.28,N/A,0,
2023-09,Sale,S-202309-00420,2023-09-01,C008,Rajkot Agro Feed Traders,24CUST0419Z5,70161.15,6314.5,6314.5,0.0,12629.0,N/A,0,
2023-10,Sale,S-202310-00421,2023-10-01,C001,Shree Traders Ahmedabad,24CUST0420Z5,216400.08,19476.01,19476.01,0.0,38952.02,N/A,0,
2023-10,Sale,S-202310-00422,2023-10-01,C001,Shree Traders Ahmedabad,24CUST0421Z5,87539.92,7878.59,7878.59,0.0,15757.18,N/A,0,
2023-10,Sale,S-202310-00423,2023-10-01,C001,Shree Traders Ahmedabad,24CUST0422Z5,82075.5,7386.8,7386.8,0.0,14773.6,N/A,0,
2023-10,Sale,S-202310-00424,2023-10-01,C001,Shree Traders Ahmedabad,24CUST0423Z5,48297.78,4346.8,4346.8,0.0,8693.6,N/A,0,
2023-10,Sale,S-202310-00425,2023-10-01,C002,West India Distributors Mumbai,27CUST0424Z5,260660.4,0.0,0.0,46918.87,46918.87,N/A,0,
2023-10,Sale,S-202310-00426,2023-10-01,C002,West India Distributors Mumbai,27CUST0425Z5,99983.52,0.0,0.0,17997.03,17997.03,N/A,0,
2023-10,Sale,S-202310-00427,2023-10-01,C002,West India Distributors Mumbai,27CUST0426Z5,125210.6,0.0,0.0,22537.91,22537.91,N/A,0,
2023-10,Sale,S-202310-00428,2023-10-01,C002,West India Distributors Mumbai,27CUST0427Z5,65301.6,0.0,0.0,11754.29,11754.29,N/A,0,
2023-10,Sale,S-202310-00429,2023-10-01,C003,FreshMart Vadodara,24CUST0428Z5,113734.77,10236.13,10236.13,0.0,20472.26,N/A,0,
2023-10,Sale,S-202310-00430,2023-10-01,C003,FreshMart Vadodara,24CUST0429Z5,52499.49,4724.95,4724.95,0.0,9449.9,N/A,0,
2023-10,Sale,S-202310-00431,2023-10-01,C003,FreshMart Vadodara,24CUST0430Z5,46126.5,4151.39,4151.39,0.0,8302.78,N/A,0,
2023-10,Sale,S-202310-00432,2023-10-01,C003,FreshMart Vadodara,24CUST0431Z5,27142.66,2442.84,2442.84,0.0,4885.68,N/A,0,
2023-10,Sale,S-202310-00433,2023-10-01,C004,Pune Retail Mart,27CUST0432Z5,118347.42,0.0,0.0,21302.54,21302.54,N/A,0,
2023-10,Sale,S-202310-00434,2023-10-01,C004,Pune Retail Mart,27CUST0433Z5,45119.37,0.0,0.0,8121.49,8121.49,N/A,0,
2023-10,Sale,S-202310-00435,2023-10-01,C004,Pune Retail Mart,27CUST0434Z5,46699.5,0.0,0.0,8405.91,8405.91,N/A,0,
2023-10,Sale,S-202310-00436,2023-10-01,C004,Pune Retail Mart,27CUST0435Z5,25075.96,0.0,0.0,4513.67,4513.67,N/A,0,
2023-10,Sale,S-202310-00439,2023-10-01,C007,Industrial Chemicals Pvt Ltd,24CUST0438Z5,154951.68,13945.65,13945.65,0.0,27891.3,N/A,0,
2023-10,Sale,S-202310-00440,2023-10-01,C008,Rajkot Agro Feed Traders,24CUST0439Z5,95021.4,8551.93,8551.93,0.0,17103.86,N/A,0,
2023-11,Sale,S-202311-00441,2023-11-01,C001,Shree Traders Ahmedabad,24CUST0440Z5,205173.6,18465.62,18465.62,0.0,36931.24,N/A,0,
2023-11,Sale,S-202311-00442,2023-11-01,C001,Shree Traders Ahmedabad,24CUST0441Z5,89510.8,8055.97,8055.97,0.0,16111.94,N/A,0,
2023-11,Sale,S-202311-00443,2023-11-01,C001,Shree Traders Ahmedabad,24CUST0442Z5,92177.1,8295.94,8295.94,0.0,16591.88,N/A,0,
2023-11,Sale,S-202311-00444,2023-11-01,C001,Shree Traders Ahmedabad,24CUST0443Z5,48567.6,4371.08,4371.08,0.0,8742.16,N/A,0,
2023-11,Sale,S-202311-00445,2023-11-01,C002,West India Distributors Mumbai,27CUST0444Z5,256576.32,0.0,0.0,46183.74,46183.74,N/A,0,
2023-11,Sale,S-202311-00446,2023-11-01,C002,West India Distributors Mumbai,27CUST0445Z5,120622.32,0.0,0.0,21712.02,21712.02,N/A,0,
2023-11,Sale,S-202311-00447,2023-11-01,C002,West India Distributors Mumbai,27CUST0446Z5,122596.6,0.0,0.0,22067.39,22067.39,N/A,0,
2023-11,Sale,S-202311-00448,2023-11-01,C002,West India Distributors Mumbai,27CUST0447Z5,60780.72,0.0,0.0,10940.53,10940.53,N/A,0,
2023-11,Sale,S-202311-00449,2023-11-01,C003,FreshMart Vadodara,24CUST0448Z5,116502.36,10485.21,10485.21,0.0,20970.42,N/A,0,
2023-11,Sale,S-202311-00450,2023-11-01,C003,FreshMart Vadodara,24CUST0449Z5,43777.53,3939.98,3939.98,0.0,7879.96,N/A,0,
2023-11,Sale,S-202311-00451,2023-11-01,C003,FreshMart Vadodara,24CUST0450Z5,52716.0,4744.44,4744.44,0.0,9488.88,N/A,0,
2023-11,Sale,S-202311-00452,2023-11-01,C003,FreshMart Vadodara,24CUST0451Z5,31000.5,2790.05,2790.05,0.0,5580.1,N/A,0,
2023-11,Sale,S-202311-00453,2023-11-01,C004,Pune Retail Mart,27CUST0452Z5,117293.1,0.0,0.0,21112.76,21112.76,N/A,0,
2023-11,Sale,S-202311-00454,2023-11-01,C004,Pune Retail Mart,27CUST0453Z5,49480.35,0.0,0.0,8906.46,8906.46,N/A,0,
2023-11,Sale,S-202311-00455,2023-11-01,C004,Pune Retail Mart,27CUST0454Z5,51570.0,0.0,0.0,9282.6,9282.6,N/A,0,
2023-11,Sale,S-202311-00456,2023-11-01,C004,Pune Retail Mart,27CUST0455Z5,28796.02,0.0,0.0,5183.28,5183.28,N/A,0,
2023-11,Sale,S-202311-00459,2023-11-01,C007,Industrial Chemicals Pvt Ltd,24CUST0458Z5,140424.96,12638.25,12638.25,0.0,25276.5,N/A,0,
2023-11,Sale,S-202311-00460,2023-11-01,C008,Rajkot Agro Feed Traders,24CUST0459Z5,100545.9,9049.13,9049.13,0.0,18098.26,N/A,0,
2023-12,Sale,S-202312-00461,2023-12-01,C001,Shree Traders Ahmedabad,24CUST0460Z5,213174.08,19185.67,19185.67,0.0,38371.34,N/A,0,
2023-12,Sale,S-202312-00462,2023-12-01,C001,Shree Traders Ahmedabad,24CUST0461Z5,92959.84,8366.39,8366.39,0.0,16732.78,N/A,0,
2023-12,Sale,S-202312-00463,2023-12-01,C001,Shree Traders Ahmedabad,24CUST0462Z5,90914.4,8182.3,8182.3,0.0,16364.6,N/A,0,
2023-12,Sale,S-202312-00464,2023-12-01,C001,Shree Traders Ahmedabad,24CUST0463Z5,49242.15,4431.79,4431.79,0.0,8863.58,N/A,0,
2023-12,Sale,S-202312-00465,2023-12-01,C002,West India Distributors Mumbai,27CUST0464Z5,249369.12,0.0,0.0,44886.44,44886.44,N/A,0,
2023-12,Sale,S-202312-00466,2023-12-01,C002,West India Distributors Mumbai,27CUST0465Z5,105028.56,0.0,0.0,18905.14,18905.14,N/A,0,
2023-12,Sale,S-202312-00467,2023-12-01,C002,West India Distributors Mumbai,27CUST0466Z5,127040.4,0.0,0.0,22867.27,22867.27,N/A,0,
2023-12,Sale,S-202312-00468,2023-12-01,C002,West India Distributors Mumbai,27CUST0467Z5,59273.76,0.0,0.0,10669.28,10669.28,N/A,0,
2023-12,Sale,S-202312-00469,2023-12-01,C003,FreshMart Vadodara,24CUST0468Z5,122960.07,11066.41,11066.41,0.0,22132.82,N/A,0,
2023-12,Sale,S-202312-00470,2023-12-01,C003,FreshMart Vadodara,24CUST0469Z5,49815.81,4483.42,4483.42,0.0,8966.84,N/A,0,
2023-12,Sale,S-202312-00471,2023-12-01,C003,FreshMart Vadodara,24CUST0470Z5,53862.0,4847.58,4847.58,0.0,9695.16,N/A,0,
2023-12,Sale,S-202312-00472,2023-12-01,C003,FreshMart Vadodara,24CUST0471Z5,31551.62,2839.65,2839.65,0.0,5679.3,N/A,0,
2023-12,Sale,S-202312-00473,2023-12-01,C004,Pune Retail Mart,27CUST0472Z5,114920.88,0.0,0.0,20685.76,20685.76,N/A,0,
2023-12,Sale,S-202312-00474,2023-12-01,C004,Pune Retail Mart,27CUST0473Z5,50989.92,0.0,0.0,9178.19,9178.19,N/A,0,
2023-12,Sale,S-202312-00475,2023-12-01,C004,Pune Retail Mart,27CUST0474Z5,46986.0,0.0,0.0,8457.48,8457.48,N/A,0,
2023-12,Sale,S-202312-00476,2023-12-01,C004,Pune Retail Mart,27CUST0475Z5,30587.16,0.0,0.0,5505.69,5505.69,N/A,0,
2023-12,Sale,S-202312-00479,2023-12-01,C007,Industrial Chemicals Pvt Ltd,24CUST0478Z5,145267.2,13074.05,13074.05,0.0,26148.1,N/A,0,
2023-12,Sale,S-202312-00480,2023-12-01,C008,Rajkot Agro Feed Traders,24CUST0479Z5,92259.15,8303.32,8303.32,0.0,16606.64,N/A,0,
2024-01,Sale,S-202401-00481,2024-01-01,C001,Shree Traders Ahmedabad,24CUST0480Z5,211601.79,19044.16,19044.16,0.0,38088.32,N/A,0,
2024-01,Sale,S-202401-00482,2024-01-01,C001,Shree Traders Ahmedabad,24CUST0481Z5,90220.95,8119.89,8119.89,0.0,16239.78,N/A,0,
2024-01,Sale,S-202401-00483,2024-01-01,C001,Shree Traders Ahmedabad,24CUST0482Z5,86394.17,7775.48,7775.48,0.0,15550.96,N/A,0,
2024-01,Sale,S-202401-00484,2024-01-01,C001,Shree Traders Ahmedabad,24CUST0483Z5,54779.1,4930.12,4930.12,0.0,9860.24,N/A,0,
2024-01,Sale,S-202401-00485,2024-01-01,C002,West India Distributors Mumbai,27CUST0484Z5,292640.04,0.0,0.0,52675.21,52675.21,N/A,0,
2024-01,Sale,S-202401-00486,2024-01-01,C002,West India Distributors Mumbai,27CUST0485Z5,113672.16,0.0,0.0,20460.99,20460.99,N/A,0,
2024-01,Sale,S-202401-00487,2024-01-01,C002,West India Distributors Mumbai,27CUST0486Z5,109254.6,0.0,0.0,19665.83,19665.83,N/A,0,
2024-01,Sale,S-202401-00488,2024-01-01,C002,West India Distributors Mumbai,27CUST0487Z5,68465.25,0.0,0.0,12323.74,12323.74,N/A,0,
2024-01,Sale,S-202401-00489,2024-01-01,C003,FreshMart Vadodara,24CUST0488Z5,120299.94,10826.99,10826.99,0.0,21653.98,N/A,0,
2024-01,Sale,S-202401-00490,2024-01-01,C003,FreshMart Vadodara,24CUST0489Z5,54692.52,4922.33,4922.33,0.0,9844.66,N/A,0,
2024-01,Sale,S-202401-00491,2024-01-01,C003,FreshMart Vadodara,24CUST0490Z5,51322.2,4619.0,4619.0,0.0,9238.0,N/A,0,
2024-01,Sale,S-202401-00492,2024-01-01,C003,FreshMart Vadodara,24CUST0491Z5,30189.88,2717.09,2717.09,0.0,5434.18,N/A,0,
2024-01,Sale,S-202401-00493,2024-01-01,C004,Pune Retail Mart,27CUST0492Z5,116194.14,0.0,0.0,20914.95,20914.95,N/A,0,
2024-01,Sale,S-202401-00494,2024-01-01,C004,Pune Retail Mart,27CUST0493Z5,55215.06,0.0,0.0,9938.71,9938.71,N/A,0,
2024-01,Sale,S-202401-00495,2024-01-01,C004,Pune Retail Mart,27CUST0494Z5,54446.16,0.0,0.0,9800.31,9800.31,N/A,0,
2024-01,Sale,S-202401-00496,2024-01-01,C004,Pune Retail Mart,27CUST0495Z5,28186.76,0.0,0.0,5073.62,5073.62,N/A,0,
2024-01,Sale,S-202401-00499,2024-01-01,C007,Industrial Chemicals Pvt Ltd,24CUST0498Z5,181025.28,16292.28,16292.28,0.0,32584.56,N/A,0,
2024-01,Sale,S-202401-00500,2024-01-01,C008,Rajkot Agro Feed Traders,24CUST0499Z5,99823.8,8984.14,8984.14,0.0,17968.28,N/A,0,
2024-02,Sale,S-202402-00501,2024-02-01,C001,Shree Traders Ahmedabad,24CUST0500Z5,196508.93,17685.8,17685.8,0.0,35371.6,N/A,0,
2024-02,Sale,S-202402-00502,2024-02-01,C001,Shree Traders Ahmedabad,24CUST0501Z5,83599.45,7523.95,7523.95,0.0,15047.9,N/A,0,
2024-02,Sale,S-202402-00503,2024-02-01,C001,Shree Traders Ahmedabad,24CUST0502Z5,78818.29,7093.65,7093.65,0.0,14187.3,N/A,0,
2024-02,Sale,S-202402-00504,2024-02-01,C001,Shree Traders Ahmedabad,24CUST0503Z5,49839.68,4485.57,4485.57,0.0,8971.14,N/A,0,
2024-02,Sale,S-202402-00505,2024-02-01,C002,West India Distributors Mumbai,27CUST0504Z5,244138.95,0.0,0.0,43945.01,43945.01,N/A,0,
2024-02,Sale,S-202402-00506,2024-02-01,C002,West India Distributors Mumbai,27CUST0505Z5,98268.84,0.0,0.0,17688.39,17688.39,N/A,0,
2024-02,Sale,S-202402-00507,2024-02-01,C002,West India Distributors Mumbai,27CUST0506Z5,105590.16,0.0,0.0,19006.23,19006.23,N/A,0,
2024-02,Sale,S-202402-00508,2024-02-01,C002,West India Distributors Mumbai,27CUST0507Z5,67796.6,0.0,0.0,12203.39,12203.39,N/A,0,
2024-02,Sale,S-202402-00509,2024-02-01,C003,FreshMart Vadodara,24CUST0508Z5,103433.44,9309.01,9309.01,0.0,18618.02,N/A,0,
2024-02,Sale,S-202402-00510,2024-02-01,C003,FreshMart Vadodara,24CUST0509Z5,48400.0,4356.0,4356.0,0.0,8712.0,N/A,0,
2024-02,Sale,S-202402-00511,2024-02-01,C003,FreshMart Vadodara,24CUST0510Z5,56528.8,5087.59,5087.59,0.0,10175.18,N/A,0,
2024-02,Sale,S-202402-00512,2024-02-01,C003,FreshMart Vadodara,24CUST0511Z5,27323.73,2459.14,2459.14,0.0,4918.28,N/A,0,
2024-02,Sale,S-202402-00513,2024-02-01,C004,Pune Retail Mart,27CUST0512Z5,114910.68,0.0,0.0,20683.92,20683.92,N/A,0,
2024-02,Sale,S-202402-00514,2024-02-01,C004,Pune Retail Mart,27CUST0513Z5,51920.0,0.0,0.0,9345.6,9345.6,N/A,0,
2024-02,Sale,S-202402-00515,2024-02-01,C004,Pune Retail Mart,27CUST0514Z5,45966.84,0.0,0.0,8274.03,8274.03,N/A,0,
2024-02,Sale,S-202402-00516,2024-02-01,C004,Pune Retail Mart,27CUST0515Z5,28480.29,0.0,0.0,5126.45,5126.45,N/A,0,
2024-02,Sale,S-202402-00519,2024-02-01,C007,Industrial Chemicals Pvt Ltd,24CUST0518Z5,160911.36,14482.02,14482.02,0.0,28964.04,N/A,0,
2024-02,Sale,S-202402-00520,2024-02-01,C008,Rajkot Agro Feed Traders,24CUST0519Z5,83186.5,7486.78,7486.78,0.0,14973.56,N/A,0,
2024-03,Sale,S-202403-00521,2024-03-01,C001,Shree Traders Ahmedabad,24CUST0520Z5,203009.57,18270.86,18270.86,0.0,36541.72,N/A,0,
2024-03,Sale,S-202403-00522,2024-03-01,C001,Shree Traders Ahmedabad,24CUST0521Z5,86874.48,7818.7,7818.7,0.0,15637.4,N/A,0,
2024-03,Sale,S-202403-00523,2024-03-01,C001,Shree Traders Ahmedabad,24CUST0522Z5,79255.36,7132.98,7132.98,0.0,14265.96,N/A,0,
2024-03,Sale,S-202403-00524,2024-03-01,C001,Shree Traders Ahmedabad,24CUST0523Z5,47291.06,4256.2,4256.2,0.0,8512.4,N/A,0,
2024-03,Sale,S-202403-00525,2024-03-01,C002,West India Distributors Mumbai,27CUST0524Z5,250573.62,0.0,0.0,45103.25,45103.25,N/A,0,
2024-03,Sale,S-202403-00526,2024-03-01,C002,West India Distributors Mumbai,27CUST0525Z5,104531.07,0.0,0.0,18815.59,18815.59,N/A,0,
2024-03,Sale,S-202403-00527,2024-03-01,C002,West India Distributors Mumbai,27CUST0526Z5,110611.8,0.0,0.0,19910.12,19910.12,N/A,0,
2024-03,Sale,S-202403-00528,2024-03-01,C002,West India Distributors Mumbai,27CUST0527Z5,69379.4,0.0,0.0,12488.29,12488.29,N/A,0,
2024-03,Sale,S-202403-00529,2024-03-01,C003,FreshMart Vadodara,24CUST0528Z5,109102.92,9819.26,9819.26,0.0,19638.52,N/A,0,
2024-03,Sale,S-202403-00530,2024-03-01,C003,FreshMart Vadodara,24CUST0529Z5,52976.0,4767.84,4767.84,0.0,9535.68,N/A,0,
2024-03,Sale,S-202403-00531,2024-03-01,C003,FreshMart Vadodara,24CUST0530Z5,49983.36,4498.5,4498.5,0.0,8997.0,N/A,0,
2024-03,Sale,S-202403-00532,2024-03-01,C003,FreshMart Vadodara,24CUST0531Z5,28624.86,2576.24,2576.24,0.0,5152.48,N/A,0,
2024-03,Sale,S-202403-00533,2024-03-01,C004,Pune Retail Mart,27CUST0532Z5,106199.04,0.0,0.0,19115.83,19115.83,N/A,0,
2024-03,Sale,S-202403-00534,2024-03-01,C004,Pune Retail Mart,27CUST0533Z5,46640.0,0.0,0.0,8395.2,8395.2,N/A,0,
2024-03,Sale,S-202403-00535,2024-03-01,C004,Pune Retail Mart,27CUST0534Z5,44628.0,0.0,0.0,8033.04,8033.04,N/A,0,
2024-03,Sale,S-202403-00536,2024-03-01,C004,Pune Retail Mart,27CUST0535Z5,25155.18,0.0,0.0,4527.93,4527.93,N/A,0,
2024-03,Sale,S-202403-00539,2024-03-01,C007,Industrial Chemicals Pvt Ltd,24CUST0538Z5,160911.36,14482.02,14482.02,0.0,28964.04,N/A,0,
2024-03,Sale,S-202403-00540,2024-03-01,C008,Rajkot Agro Feed Traders,24CUST0539Z5,79170.6,7125.35,7125.35,0.0,14250.7,N/A,0,
2024-04,Sale,S-202404-00541,2024-04-01,C001,Shree Traders Ahmedabad,24CUST0540Z5,188247.7,16942.29,16942.29,0.0,33884.58,N/A,0,
2024-04,Sale,S-202404-00542,2024-04-01,C001,Shree Traders Ahmedabad,24CUST0541Z5,74291.47,6686.23,6686.23,0.0,13372.46,N/A,0,
2024-04,Sale,S-202404-00543,2024-04-01,C001,Shree Traders Ahmedabad,24CUST0542Z5,73136.38,6582.27,6582.27,0.0,13164.54,N/A,0,
2024-04,Sale,S-202404-00544,2024-04-01,C001,Shree Traders Ahmedabad,24CUST0543Z5,52105.12,4689.46,4689.46,0.0,9378.92,N/A,0,
2024-04,Sale,S-202404-00545,2024-04-01,C002,West India Distributors Mumbai,27CUST0544Z5,229629.4,0.0,0.0,41333.29,41333.29,N/A,0,
2024-04,Sale,S-202404-00546,2024-04-01,C002,West India Distributors Mumbai,27CUST0545Z5,112720.14,0.0,0.0,20289.63,20289.63,N/A,0,
2024-04,Sale,S-202404-00547,2024-04-01,C002,West India Distributors Mumbai,27CUST0546Z5,112919.04,0.0,0.0,20325.43,20325.43,N/A,0,
2024-04,Sale,S-202404-00548,2024-04-01,C002,West India Distributors Mumbai,27CUST0547Z5,61069.7,0.0,0.0,10992.55,10992.55,N/A,0,
2024-04,Sale,S-202404-00549,2024-04-01,C003,FreshMart Vadodara,24CUST0548Z5,97763.96,8798.76,8798.76,0.0,17597.52,N/A,0,
2024-04,Sale,S-202404-00550,2024-04-01,C003,FreshMart Vadodara,24CUST0549Z5,46288.0,4165.92,4165.92,0.0,8331.84,N/A,0,
2024-04,Sale,S-202404-00551,2024-04-01,C003,FreshMart Vadodara,24CUST0550Z5,48049.48,4324.45,4324.45,0.0,8648.9,N/A,0,
2024-04,Sale,S-202404-00552,2024-04-01,C003,FreshMart Vadodara,24CUST0551Z5,29636.85,2667.32,2667.32,0.0,5334.64,N/A,0,
2024-04,Sale,S-202404-00553,2024-04-01,C004,Pune Retail Mart,27CUST0552Z5,102050.64,0.0,0.0,18369.12,18369.12,N/A,0,
2024-04,Sale,S-202404-00554,2024-04-01,C004,Pune Retail Mart,27CUST0553Z5,51744.0,0.0,0.0,9313.92,9313.92,N/A,0,
2024-04,Sale,S-202404-00555,2024-04-01,C004,Pune Retail Mart,27CUST0554Z5,46115.6,0.0,0.0,8300.81,8300.81,N/A,0,
2024-04,Sale,S-202404-00556,2024-04-01,C004,Pune Retail Mart,27CUST0555Z5,27902.01,0.0,0.0,5022.36,5022.36,N/A,0,
2024-04,Sale,S-202404-00559,2024-04-01,C007,Industrial Chemicals Pvt Ltd,24CUST0558Z5,150854.4,13576.9,13576.9,0.0,27153.8,N/A,0,
2024-04,Sale,S-202404-00560,2024-04-01,C008,Rajkot Agro Feed Traders,24CUST0559Z5,84907.6,7641.68,7641.68,0.0,15283.36,N/A,0,
2024-05,Sale,S-202405-00561,2024-05-01,C001,Shree Traders Ahmedabad,24CUST0560Z5,199488.39,17953.96,17953.96,0.0,35907.92,N/A,0,
2024-05,Sale,S-202405-00562,2024-05-01,C001,Shree Traders Ahmedabad,24CUST0561Z5,98768.01,8889.12,8889.12,0.0,17778.24,N/A,0,
2024-05,Sale,S-202405-00563,2024-05-01,C001,Shree Traders Ahmedabad,24CUST0562Z5,79546.74,7159.21,7159.21,0.0,14318.42,N/A,0,
2024-05,Sale,S-202405-00564,2024-05-01,C001,Shree Traders Ahmedabad,24CUST0563Z5,47291.06,4256.2,4256.2,0.0,8512.4,N/A,0,
2024-05,Sale,S-202405-00565,2024-05-01,C002,West India Distributors Mumbai,27CUST0564Z5,244265.12,0.0,0.0,43967.72,43967.72,N/A,0,
2024-05,Sale,S-202405-00566,2024-05-01,C002,West India Distributors Mumbai,27CUST0565Z5,92167.18,0.0,0.0,16590.09,16590.09,N/A,0,
2024-05,Sale,S-202405-00567,2024-05-01,C002,West India Distributors Mumbai,27CUST0566Z5,104504.4,0.0,0.0,18810.79,18810.79,N/A,0,
2024-05,Sale,S-202405-00568,2024-05-01,C002,West India Distributors Mumbai,27CUST0567Z5,51045.3,0.0,0.0,9188.15,9188.15,N/A,0,
2024-05,Sale,S-202405-00569,2024-05-01,C003,FreshMart Vadodara,24CUST0568Z5,115463.8,10391.74,10391.74,0.0,20783.48,N/A,0,
2024-05,Sale,S-202405-00570,2024-05-01,C003,FreshMart Vadodara,24CUST0569Z5,50160.0,4514.4,4514.4,0.0,9028.8,N/A,0,
2024-05,Sale,S-202405-00571,2024-05-01,C003,FreshMart Vadodara,24CUST0570Z5,45669.32,4110.24,4110.24,0.0,8220.48,N/A,0,
2024-05,Sale,S-202405-00572,2024-05-01,C003,FreshMart Vadodara,24CUST0571Z5,28769.43,2589.25,2589.25,0.0,5178.5,N/A,0,
2024-05,Sale,S-202405-00573,2024-05-01,C004,Pune Retail Mart,27CUST0572Z5,111868.52,0.0,0.0,20136.33,20136.33,N/A,0,
2024-05,Sale,S-202405-00574,2024-05-01,C004,Pune Retail Mart,27CUST0573Z5,43120.0,0.0,0.0,7761.6,7761.6,N/A,0,
2024-05,Sale,S-202405-00575,2024-05-01,C004,Pune Retail Mart,27CUST0574Z5,44330.48,0.0,0.0,7979.49,7979.49,N/A,0,
2024-05,Sale,S-202405-00576,2024-05-01,C004,Pune Retail Mart,27CUST0575Z5,27034.59,0.0,0.0,4866.23,4866.23,N/A,0,
