InvoiceID,Customer,Amount_INR,DaysOverdue,Status
INV-14060,Rajasthan Traders,78735,81,Pending
INV-14061,Gujarat Supermarkets,37314,2,Pending
INV-14062,Gujarat Supermarkets,96255,82,Pending
INV-14063,Gujarat Supermarkets,97596,56,Pending
INV-14064,Gujarat Supermarkets,23702,104,Pending
INV-14065,Punjab Distributors,59480,38,Pending
INV-14066,Punjab Distributors,26392,62,Pending
INV-14067,Gujarat Supermarkets,98327,109,Pending
INV-14068,Punjab Distributors,21709,52,Pending
INV-14069,Delhi Mega Stores,32793,20,Pending
INV-14070,Punjab Distributors,33490,18,Pending
INV-14071,Punjab Distributors,43176,82,Pending
INV-14072,Gujarat Supermarkets,75311,35,Pending
INV-14073,Rajasthan Traders,75655,70,Pending
INV-14074,Rajasthan Traders,83553,107,Pending
INV-14075,Mumbai Fresh Mart,12531,93,Pending
INV-14076,Rajasthan Traders,60933,8,Pending
INV-14077,Mumbai Fresh Mart,37402,43,Pending
INV-14078,Punjab Distributors,18146,11,Pending
INV-14079,Gujarat Supermarkets,92380,112,Pending
INV-14080,Punjab Distributors,77316,103,Pending
INV-14081,Rajasthan Traders,339922,-7,Paid
INV-14082,Delhi Mega Stores,46982,5,Pending
INV-14083,Delhi Mega Stores,93117,12,Pending
INV-14084,Gujarat Supermarkets,90758,108,Pending
INV-14085,Gujarat Supermarkets,80852,2,Pending
INV-14086,Gujarat Supermarkets,49798,32,Pending
INV-14087,Delhi Mega Stores,76976,89,Pending
INV-14088,Rajasthan Traders,65171,71,Pending
INV-14089,Gujarat Supermarkets,225429,-3,Paid
INV-14090,Delhi Mega Stores,90810,27,Pending
INV-14091,Punjab Distributors,87355,57,Pending
INV-14092,Mumbai Fresh Mart,80018,5,Pending
INV-14093,Rajasthan Traders,99423,30,Pending
INV-14094,Gujarat Supermarkets,80105,92,Pending
INV-14095,Mumbai Fresh Mart,49183,28,Pending
INV-14096,Delhi Mega Stores,65667,67,Pending
INV-14097,Delhi Mega Stores,266828,-5,Paid
INV-14098,Rajasthan Traders,47519,64,Pending
INV-14099,Gujarat Supermarkets,37065,94,Pending
INV-14100,Delhi Mega Stores,20108,33,Pending
INV-14101,Gujarat Supermarkets,40249,38,Pending
INV-14102,Gujarat Supermarkets,68806,58,Pending
INV-14103,Delhi Mega Stores,23044,25,Pending
INV-14104,Gujarat Supermarkets,69173,118,Pending
INV-14105,Gujarat Supermarkets,432319,-5,Paid
INV-14106,Mumbai Fresh Mart,43276,20,Pending
INV-14107,Punjab Distributors,11802,109,Pending
INV-14108,Gujarat Supermarkets,26066,70,Pending
INV-14109,Punjab Distributors,42630,108,Pending
INV-14110,Gujarat Supermarkets,94984,97,Pending
INV-14111,Rajasthan Traders,41505,28,Pending
INV-14112,Delhi Mega Stores,187417,-3,Paid
INV-14113,Gujarat Supermarkets,65196,29,Pending
INV-14114,Delhi Mega Stores,23251,95,Pending
INV-14115,Punjab Distributors,74091,71,Pending
INV-14116,Delhi Mega Stores,10361,36,Pending
INV-14117,Punjab Distributors,89506,10,Pending
INV-14118,Gujarat Supermarkets,36698,82,Pending
INV-14119,Gujarat Supermarkets,41275,92,Pending
INV-14120,Delhi Mega Stores,95880,92,Pending
INV-14121,Mumbai Fresh Mart,98644,116,Pending
INV-14122,Rajasthan Traders,84877,120,Pending
INV-14123,Punjab Distributors,18490,64,Pending
INV-14124,Rajasthan Traders,86400,101,Pending
INV-14125,Delhi Mega Stores,25281,39,Pending
INV-14126,Delhi Mega Stores,320902,0,Paid
INV-14127,Rajasthan Traders,76972,85,Pending
INV-14128,Rajasthan Traders,63749,67,Pending
INV-14129,Delhi Mega Stores,105808,-1,Paid
INV-14130,Mumbai Fresh Mart,106314,-7,Paid
INV-14131,Rajasthan Traders,12659,62,Pending
INV-14132,Gujarat Supermarkets,25577,36,Pending
INV-14133,Mumbai Fresh Mart,89734,32,Pending
INV-14134,Mumbai Fresh Mart,88478,43,Pending
INV-14135,Mumbai Fresh Mart,20258,63,Pending
INV-14136,Punjab Distributors,371110,-8,Paid
INV-14137,Mumbai Fresh Mart,91876,98,Pending
INV-14138,Gujarat Supermarkets,27661,92,Pending
INV-14139,Delhi Mega Stores,46113,75,Pending
INV-14140,Delhi Mega Stores,83595,25,Pending
INV-14141,Gujarat Supermarkets,25507,96,Pending
INV-14142,Gujarat Supermarkets,81882,33,Pending
INV-14143,Gujarat Supermarkets,47598,104,Pending
INV-14144,Punjab Distributors,62947,103,Pending
INV-14145,Rajasthan Traders,73970,21,Pending
INV-14146,Rajasthan Traders,62669,27,Pending
INV-14147,Delhi Mega Stores,76369,64,Pending
INV-14148,Punjab Distributors,68285,48,Pending
INV-14149,Delhi Mega Stores,12813,111,Pending
INV-14150,Mumbai Fresh Mart,400903,-3,Paid
INV-14151,Rajasthan Traders,10985,78,Pending
INV-14152,Delhi Mega Stores,24666,78,Pending
INV-14153,Punjab Distributors,70599,48,Pending
INV-14154,Punjab Distributors,66955,80,Pending
INV-14155,Gujarat Supermarkets,76067,86,Pending
INV-14156,Mumbai Fresh Mart,32350,73,Pending
INV-14157,Rajasthan Traders,42047,76,Pending
INV-14158,Rajasthan Traders,31015,97,Pending
INV-14159,Punjab Distributors,90948,88,Pending
INV-14160,Rajasthan Traders,22862,71,Pending
INV-14161,Mumbai Fresh Mart,126288,-7,Paid
INV-14162,Punjab Distributors,86476,72,Pending
INV-14163,Punjab Distributors,67780,2,Pending
INV-14164,Rajasthan Traders,31108,27,Pending
INV-14165,Delhi Mega Stores,60867,2,Pending
INV-14166,Delhi Mega Stores,27048,99,Pending
INV-14167,Punjab Distributors,64214,84,Pending
INV-14168,Rajasthan Traders,47909,67,Pending
INV-14169,Gujarat Supermarkets,97192,69,Pending
INV-14170,Punjab Distributors,34531,40,Pending
INV-14171,Gujarat Supermarkets,12221,39,Pending
INV-14172,Rajasthan Traders,44548,24,Pending
INV-14173,Rajasthan Traders,19792,39,Pending
INV-14174,Rajasthan Traders,39485,78,Pending
INV-14175,Delhi Mega Stores,34868,21,Pending
INV-14176,Mumbai Fresh Mart,38164,38,Pending
INV-14177,Rajasthan Traders,80562,11,Pending
INV-14178,Delhi Mega Stores,98364,35,Pending
INV-14179,Rajasthan Traders,79343,48,Pending
INV-14180,Delhi Mega Stores,27803,3,Pending
INV-14181,Gujarat Supermarkets,48959,80,Pending
INV-14182,Punjab Distributors,59488,6,Pending
INV-14183,Punjab Distributors,39237,10,Pending
INV-14184,Delhi Mega Stores,97619,114,Pending
INV-14185,Delhi Mega Stores,16744,76,Pending
INV-14186,Delhi Mega Stores,33376,5,Pending
INV-14187,Mumbai Fresh Mart,48283,53,Pending
INV-14188,Delhi Mega Stores,92691,56,Pending
INV-14189,Rajasthan Traders,330593,-8,Paid
INV-14190,Gujarat Supermarkets,258778,0,Paid
INV-14191,Delhi Mega Stores,52209,14,Pending
INV-14192,Rajasthan Traders,78209,54,Pending
INV-14193,Punjab Distributors,95696,21,Pending
INV-14194,Punjab Distributors,39450,18,Pending
INV-14195,Mumbai Fresh Mart,94648,70,Pending
INV-14196,Mumbai Fresh Mart,56415,55,Pending
INV-14197,Mumbai Fresh Mart,45349,86,Pending
INV-14198,Punjab Distributors,59542,6,Pending
INV-14199,Rajasthan Traders,29686,33,Pending
INV-14200,Mumbai Fresh Mart,46042,18,Pending
INV-14201,Delhi Mega Stores,91946,44,Pending
INV-14202,Punjab Distributors,95623,96,Pending
INV-14203,Punjab Distributors,207189,-2,Paid
INV-14204,Gujarat Supermarkets,40385,69,Pending
INV-14205,Rajasthan Traders,23597,72,Pending
INV-14206,Rajasthan Traders,84477,10,Pending
INV-14207,Delhi Mega Stores,43375,69,Pending
INV-14208,Rajasthan Traders,64776,7,Pending
INV-14209,Mumbai Fresh Mart,42763,96,Pending
INV-14210,Rajasthan Traders,63684,115,Pending
INV-14211,Punjab Distributors,11895,7,Pending
INV-14212,Rajasthan Traders,76819,70,Pending
INV-14213,Mumbai Fresh Mart,28491,105,Pending
INV-14214,Rajasthan Traders,79853,41,Pending
INV-14215,Gujarat Supermarkets,19937,12,Pending
INV-14216,Gujarat Supermarkets,26759,49,Pending
INV-14217,Punjab Distributors,27662,96,Pending
INV-14218,Mumbai Fresh Mart,40883,35,Pending
INV-14219,Mumbai Fresh Mart,21126,44,Pending
INV-14220,Punjab Distributors,14228,84,Pending
INV-14221,Rajasthan Traders,58228,101,Pending
INV-14222,Punjab Distributors,24083,63,Pending
INV-14223,Delhi Mega Stores,39676,-10,Paid
INV-14224,Gujarat Supermarkets,70231,32,Pending
INV-14225,Delhi Mega Stores,86393,68,Pending
INV-14226,Delhi Mega Stores,52491,106,Pending
INV-14227,Mumbai Fresh Mart,15903,47,Pending
INV-14228,Delhi Mega Stores,41034,30,Pending
INV-14229,Mumbai Fresh Mart,69729,106,Pending
INV-14230,Delhi Mega Stores,73796,42,Pending
INV-14231,Gujarat Supermarkets,98658,104,Pending
INV-14232,Rajasthan Traders,80032,9,Pending
INV-14233,Gujarat Supermarkets,88961,21,Pending
INV-14234,Punjab Distributors,38748,11,Pending
INV-14235,Rajasthan Traders,77933,117,Pending
INV-14236,Delhi Mega Stores,26695,26,Pending
INV-14237,Punjab Distributors,74529,47,Pending
INV-14238,Rajasthan Traders,28246,26,Pending
INV-14239,Rajasthan Traders,34451,59,Pending
INV-14240,Mumbai Fresh Mart,78879,55,Pending
INV-14241,Rajasthan Traders,51986,13,Pending
INV-14242,Rajasthan Traders,69533,33,Pending
INV-14243,Rajasthan Traders,96814,51,Pending
INV-14244,Gujarat Supermarkets,238943,-1,Paid
INV-14245,Rajasthan Traders,34542,75,Pending
INV-14246,Rajasthan Traders,31840,88,Pending
INV-14247,Rajasthan Traders,29241,42,Pending
INV-14248,Gujarat Supermarkets,95877,23,Pending
INV-14249,Gujarat Supermarkets,60650,91,Pending
INV-14250,Punjab Distributors,75639,91,Pending
INV-14251,Mumbai Fresh Mart,75907,71,Pending
INV-14252,Gujarat Supermarkets,67585,30,Pending
INV-14253,Gujarat Supermarkets,67562,4,Pending
INV-14254,Punjab Distributors,29756,69,Pending
INV-14255,Punjab Distributors,62991,119,Pending
INV-14256,Punjab Distributors,479941,-2,Paid
INV-14257,Delhi Mega Stores,25054,20,Pending
INV-14258,Delhi Mega Stores,94203,56,Pending
INV-14259,Rajasthan Traders,57846,116,Pending
INV-14260,Mumbai Fresh Mart,76298,74,Pending
INV-14261,Rajasthan Traders,44921,12,Pending
INV-14262,Delhi Mega Stores,99319,39,Pending
INV-14263,Rajasthan Traders,84152,5,Pending
INV-14264,Rajasthan Traders,53464,21,Pending
INV-14265,Punjab Distributors,338387,-6,Paid
INV-14266,Mumbai Fresh Mart,49459,76,Pending
INV-14267,Delhi Mega Stores,41431,21,Pending
INV-14268,Gujarat Supermarkets,14517,95,Pending
INV-14269,Delhi Mega Stores,29891,-2,Paid
INV-14270,Punjab Distributors,41587,59,Pending
INV-14271,Gujarat Supermarkets,40185,29,Pending
INV-14272,Rajasthan Traders,15269,87,Pending
INV-14273,Punjab Distributors,56364,52,Pending
INV-14274,Mumbai Fresh Mart,50977,106,Pending
INV-14275,Rajasthan Traders,71518,99,Pending
INV-14276,Rajasthan Traders,63515,98,Pending
INV-14277,Punjab Distributors,60383,17,Pending
INV-14278,Punjab Distributors,17816,12,Pending
INV-14279,Delhi Mega Stores,55115,71,Pending
INV-14280,Mumbai Fresh Mart,93010,112,Pending
INV-14281,Rajasthan Traders,79079,93,Pending
INV-14282,Mumbai Fresh Mart,74894,38,Pending
INV-14283,Punjab Distributors,96104,18,Pending
INV-14284,Punjab Distributors,45457,8,Pending
INV-14285,Gujarat Supermarkets,91792,90,Pending
INV-14286,Delhi Mega Stores,22867,49,Pending
INV-14287,Mumbai Fresh Mart,462227,-10,Paid
INV-14288,Mumbai Fresh Mart,35329,55,Pending
INV-14289,Rajasthan Traders,35173,59,Pending
INV-14290,Delhi Mega Stores,50872,70,Pending
INV-14291,Gujarat Supermarkets,31975,25,Pending
INV-14292,Mumbai Fresh Mart,44760,75,Pending
INV-14293,Delhi Mega Stores,83749,47,Pending
INV-14294,Gujarat Supermarkets,27548,98,Pending
INV-14295,Delhi Mega Stores,34403,35,Pending
INV-14296,Delhi Mega Stores,65527,53,Pending
INV-14297,Mumbai Fresh Mart,32051,69,Pending
INV-14298,Mumbai Fresh Mart,93207,83,Pending
INV-14299,Punjab Distributors,81229,6,Pending
INV-14300,Rajasthan Traders,43329,75,Pending
INV-14301,Mumbai Fresh Mart,30995,114,Pending
INV-14302,Gujarat Supermarkets,20625,108,Pending
INV-14303,Punjab Distributors,18272,1,Pending
INV-14304,Mumbai Fresh Mart,64454,102,Pending
INV-14305,Punjab Distributors,42045,72,Pending
INV-14306,Rajasthan Traders,66404,91,Pending
INV-14307,Mumbai Fresh Mart,35346,61,Pending
INV-14308,Gujarat Supermarkets,32852,116,Pending
INV-14309,Mumbai Fresh Mart,82343,112,Pending
INV-14310,Delhi Mega Stores,126583,-6,Paid
INV-14311,Delhi Mega Stores,35484,113,Pending
INV-14312,Rajasthan Traders,39338,16,Pending
INV-14313,Gujarat Supermarkets,10870,24,Pending
INV-14314,Delhi Mega Stores,78989,78,Pending
INV-14315,Delhi Mega Stores,25030,114,Pending
INV-14316,Mumbai Fresh Mart,74778,54,Pending
INV-14317,Punjab Distributors,17728,34,Pending
INV-14318,Rajasthan Traders,96390,57,Pending
INV-14319,Mumbai Fresh Mart,37055,22,Pending
INV-14320,Punjab Distributors,11679,120,Pending
INV-14321,Punjab Distributors,50201,42,Pending
INV-14322,Delhi Mega Stores,54303,25,Pending
INV-14323,Punjab Distributors,94050,108,Pending
INV-14324,Delhi Mega Stores,27421,45,Pending
INV-14325,Mumbai Fresh Mart,10571,86,Pending
INV-14326,Punjab Distributors,57047,60,Pending
INV-14327,Mumbai Fresh Mart,43430,32,Pending
INV-14328,Punjab Distributors,53361,87,Pending
INV-14329,Punjab Distributors,75177,14,Pending
INV-14330,Rajasthan Traders,51985,67,Pending
INV-14331,Mumbai Fresh Mart,38488,66,Pending
INV-14332,Rajasthan Traders,66784,44,Pending
INV-14333,Punjab Distributors,20824,64,Pending
INV-14334,Delhi Mega Stores,73903,100,Pending
INV-14335,Rajasthan Traders,60328,95,Pending
INV-14336,Punjab Distributors,43831,47,Pending
INV-14337,Rajasthan Traders,40178,82,Pending
INV-14338,Gujarat Supermarkets,53115,42,Pending
INV-14339,Delhi Mega Stores,42388,94,Pending
INV-14340,Delhi Mega Stores,59755,98,Pending
INV-14341,Punjab Distributors,76911,94,Pending
INV-14342,Gujarat Supermarkets,37921,32,Pending
INV-14343,Rajasthan Traders,92019,46,Pending
INV-14344,Rajasthan Traders,84488,88,Pending
INV-14345,Gujarat Supermarkets,64013,51,Pending
INV-14346,Rajasthan Traders,376418,-3,Paid
INV-14347,Rajasthan Traders,12602,100,Pending
INV-14348,Gujarat Supermarkets,19294,83,Pending
INV-14349,Mumbai Fresh Mart,36458,108,Pending
INV-14350,Rajasthan Traders,412593,-6,Paid
INV-14351,Mumbai Fresh Mart,32764,39,Pending
INV-14352,Punjab Distributors,61116,89,Pending
INV-14353,Punjab Distributors,56519,72,Pending
INV-14354,Rajasthan Traders,12292,80,Pending
INV-14355,Rajasthan Traders,33708,98,Pending
INV-14356,Mumbai Fresh Mart,487892,-3,Paid
INV-14357,Rajasthan Traders,81822,38,Pending
INV-14358,Rajasthan Traders,68023,30,Pending
INV-14359,Mumbai Fresh Mart,165537,-4,Paid
INV-14360,Delhi Mega Stores,90516,15,Pending
INV-14361,Punjab Distributors,72984,117,Pending
INV-14362,Mumbai Fresh Mart,85770,117,Pending
INV-14363,Mumbai Fresh Mart,95524,17,Pending
INV-14364,Rajasthan Traders,351511,-10,Paid
INV-14365,Rajasthan Traders,27000,99,Pending
INV-14366,Rajasthan Traders,12170,100,Pending
INV-14367,Gujarat Supermarkets,21174,76,Pending
INV-14368,Rajasthan Traders,90662,18,Pending
INV-14369,Punjab Distributors,53117,45,Pending
INV-14370,Rajasthan Traders,63769,5,Pending
INV-14371,Mumbai Fresh Mart,80908,26,Pending
INV-14372,Punjab Distributors,31203,67,Pending
INV-14373,Delhi Mega Stores,51148,55,Pending
INV-14374,Delhi Mega Stores,19773,71,Pending
INV-14375,Delhi Mega Stores,197177,-10,Paid
INV-14376,Rajasthan Traders,14474,120,Pending
INV-14377,Delhi Mega Stores,45017,-9,Paid
INV-14378,Rajasthan Traders,73609,23,Pending
INV-14379,Delhi Mega Stores,69300,71,Pending
INV-14380,Rajasthan Traders,16233,32,Pending
INV-14381,Rajasthan Traders,47128,71,Pending
INV-14382,Delhi Mega Stores,20671,40,Pending
INV-14383,Mumbai Fresh Mart,85280,88,Pending
INV-14384,Punjab Distributors,23429,73,Pending
INV-14385,Punjab Distributors,24460,98,Pending
INV-14386,Mumbai Fresh Mart,22729,69,Pending
INV-14387,Punjab Distributors,59392,118,Pending
INV-14388,Punjab Distributors,465531,-4,Paid
INV-14389,Rajasthan Traders,122209,-8,Paid
INV-14390,Mumbai Fresh Mart,50777,17,Pending
INV-14391,Mumbai Fresh Mart,83055,93,Pending
INV-14392,Delhi Mega Stores,37760,18,Pending
INV-14393,Delhi Mega Stores,84575,24,Pending
INV-14394,Punjab Distributors,68420,61,Pending
INV-14395,Delhi Mega Stores,13984,108,Pending
INV-14396,Punjab Distributors,44315,-10,Paid
INV-14397,Mumbai Fresh Mart,97552,46,Pending
INV-14398,Punjab Distributors,14751,105,Pending
INV-14399,Gujarat Supermarkets,35558,94,Pending
INV-14400,Rajasthan Traders,10725,73,Pending
INV-14401,Delhi Mega Stores,27469,37,Pending
INV-14402,Punjab Distributors,40016,39,Pending
INV-14403,Mumbai Fresh Mart,97600,1,Pending
INV-14404,Rajasthan Traders,96804,99,Pending
INV-14405,Gujarat Supermarkets,65333,109,Pending
INV-14406,Gujarat Supermarkets,57843,92,Pending
INV-14407,Mumbai Fresh Mart,26102,103,Pending
INV-14408,Delhi Mega Stores,93738,16,Pending
INV-14409,Delhi Mega Stores,98081,44,Pending
INV-14410,Rajasthan Traders,29678,43,Pending
INV-14411,Gujarat Supermarkets,86814,75,Pending
INV-14412,Punjab Distributors,24835,52,Pending
INV-14413,Rajasthan Traders,12059,106,Pending
INV-14414,Punjab Distributors,57222,56,Pending
INV-14415,Gujarat Supermarkets,76694,13,Pending
INV-14416,Mumbai Fresh Mart,84336,81,Pending
INV-14417,Rajasthan Traders,91229,81,Pending
INV-14418,Punjab Distributors,85120,20,Pending
INV-14419,Mumbai Fresh Mart,30455,71,Pending
INV-14420,Mumbai Fresh Mart,15691,82,Pending
INV-14421,Rajasthan Traders,86528,109,Pending
INV-14422,Punjab Distributors,59093,108,Pending
INV-14423,Punjab Distributors,81679,43,Pending
INV-14424,Gujarat Supermarkets,57881,25,Pending
INV-14425,Delhi Mega Stores,45773,70,Pending
INV-14426,Mumbai Fresh Mart,83845,90,Pending
INV-14427,Gujarat Supermarkets,79994,24,Pending
INV-14428,Gujarat Supermarkets,75272,36,Pending
INV-14429,Mumbai Fresh Mart,68344,42,Pending
INV-14430,Mumbai Fresh Mart,49720,27,Pending
INV-14431,Rajasthan Traders,27215,14,Pending
INV-14432,Mumbai Fresh Mart,22901,102,Pending
INV-14433,Rajasthan Traders,63024,84,Pending
INV-14434,Delhi Mega Stores,93411,43,Pending
INV-14435,Mumbai Fresh Mart,26957,88,Pending
INV-14436,Mumbai Fresh Mart,37405,93,Pending
INV-14437,Gujarat Supermarkets,73259,119,Pending
INV-14438,Gujarat Supermarkets,294954,-8,Paid
INV-14439,Gujarat Supermarkets,44692,118,Pending
INV-14440,Gujarat Supermarkets,85839,118,Pending
INV-14441,Delhi Mega Stores,78904,55,Pending
INV-14442,Mumbai Fresh Mart,56355,75,Pending
INV-14443,Punjab Distributors,80975,60,Pending
INV-14444,Rajasthan Traders,47478,57,Pending
INV-14445,Rajasthan Traders,72045,103,Pending
INV-14446,Delhi Mega Stores,27569,113,Pending
INV-14447,Mumbai Fresh Mart,38159,13,Pending
INV-14448,Punjab Distributors,14162,75,Pending
INV-14449,Mumbai Fresh Mart,49892,113,Pending
INV-14450,Punjab Distributors,77706,79,Pending
INV-14451,Punjab Distributors,97922,89,Pending
INV-14452,Rajasthan Traders,57224,101,Pending
INV-14453,Mumbai Fresh Mart,98572,37,Pending
INV-14454,Delhi Mega Stores,10439,59,Pending
INV-14455,Punjab Distributors,48752,105,Pending
INV-14456,Punjab Distributors,32628,80,Pending
INV-14457,Delhi Mega Stores,95496,-9,Paid
INV-14458,Mumbai Fresh Mart,28838,20,Pending
INV-14459,Mumbai Fresh Mart,437232,-9,Paid
INV-14460,Punjab Distributors,245314,-1,Paid
INV-14461,Rajasthan Traders,39199,68,Pending
INV-14462,Mumbai Fresh Mart,13898,50,Pending
INV-14463,Rajasthan Traders,64869,78,Pending
INV-14464,Rajasthan Traders,74101,75,Pending
INV-14465,Gujarat Supermarkets,88067,78,Pending
INV-14466,Delhi Mega Stores,46094,74,Pending
INV-14467,Punjab Distributors,11281,7,Pending
INV-14468,Gujarat Supermarkets,25643,74,Pending
INV-14469,Delhi Mega Stores,96320,9,Pending
INV-14470,Mumbai Fresh Mart,166860,-1,Paid
INV-14471,Rajasthan Traders,11345,71,Pending
INV-14472,Punjab Distributors,26635,102,Pending
INV-14473,Punjab Distributors,44691,57,Pending
INV-14474,Rajasthan Traders,89208,104,Pending
INV-14475,Punjab Distributors,123605,-1,Paid
INV-14476,Punjab Distributors,38229,23,Pending
INV-14477,Mumbai Fresh Mart,74947,36,Pending
INV-14478,Mumbai Fresh Mart,50581,77,Pending
INV-14479,Gujarat Supermarkets,50109,113,Pending
INV-14480,Punjab Distributors,63149,101,Pending
INV-14481,Gujarat Supermarkets,327801,-10,Paid
INV-14482,Punjab Distributors,43229,88,Pending
INV-14483,Punjab Distributors,13076,38,Pending
INV-14484,Punjab Distributors,29679,104,Pending
INV-14485,Punjab Distributors,23202,76,Pending
INV-14486,Rajasthan Traders,88248,91,Pending
INV-14487,Punjab Distributors,452226,-7,Paid
INV-14488,Gujarat Supermarkets,97862,1,Pending
INV-14489,Mumbai Fresh Mart,64832,60,Pending
INV-14490,Delhi Mega Stores,24852,22,Pending
INV-14491,Mumbai Fresh Mart,175534,-5,Paid
INV-14492,Rajasthan Traders,73140,29,Pending
INV-14493,Gujarat Supermarkets,25946,110,Pending
INV-14494,Delhi Mega Stores,77949,39,Pending
INV-14495,Mumbai Fresh Mart,49717,66,Pending
INV-14496,Mumbai Fresh Mart,18841,80,Pending
INV-14497,Mumbai Fresh Mart,78194,61,Pending
INV-14498,Delhi Mega Stores,61231,7,Pending
INV-14499,Rajasthan Traders,51611,48,Pending
INV-14500,Punjab Distributors,17351,38,Pending
INV-14501,Rajasthan Traders,74671,82,Pending
INV-14502,Punjab Distributors,24935,14,Pending
INV-14503,Delhi Mega Stores,110753,-10,Paid
INV-14504,Delhi Mega Stores,202982,0,Paid
INV-14505,Punjab Distributors,10013,91,Pending
INV-14506,Gujarat Supermarkets,80356,80,Pending
INV-14507,Delhi Mega Stores,16622,73,Pending
INV-14508,Punjab Distributors,23065,18,Pending
INV-14509,Delhi Mega Stores,26324,113,Pending
INV-14510,Gujarat Supermarkets,63507,91,Pending
INV-14511,Gujarat Supermarkets,239263,-7,Paid
INV-14512,Delhi Mega Stores,45182,120,Pending
INV-14513,Gujarat Supermarkets,83427,21,Pending
INV-14514,Mumbai Fresh Mart,78386,45,Pending
INV-14515,Punjab Distributors,78310,43,Pending
INV-14516,Mumbai Fresh Mart,28760,36,Pending
INV-14517,Punjab Distributors,67899,82,Pending
INV-14518,Delhi Mega Stores,10635,78,Pending
INV-14519,Delhi Mega Stores,68510,82,Pending
INV-14520,Delhi Mega Stores,31841,84,Pending
INV-14521,Rajasthan Traders,77647,17,Pending
INV-14522,Gujarat Supermarkets,96692,91,Pending
INV-14523,Punjab Distributors,31043,113,Pending
INV-14524,Mumbai Fresh Mart,26268,32,Pending
INV-14525,Gujarat Supermarkets,54313,76,Pending
INV-14526,Rajasthan Traders,30452,71,Pending
INV-14527,Delhi Mega Stores,99546,20,Pending
INV-14528,Rajasthan Traders,46051,106,Pending
INV-14529,Mumbai Fresh Mart,55997,30,Pending
INV-14530,Mumbai Fresh Mart,57866,118,Pending
INV-14531,Punjab Distributors,91899,16,Pending
INV-14532,Rajasthan Traders,69139,16,Pending
INV-14533,Punjab Distributors,24124,84,Pending
INV-14534,Gujarat Supermarkets,65289,87,Pending
INV-14535,Rajasthan Traders,72600,6,Pending
INV-14536,Punjab Distributors,72909,12,Pending
INV-14537,Mumbai Fresh Mart,57514,7,Pending
INV-14538,Mumbai Fresh Mart,30784,65,Pending
INV-14539,Rajasthan Traders,26950,76,Pending
INV-14540,Punjab Distributors,88126,25,Pending
INV-14541,Punjab Distributors,94979,46,Pending
INV-14542,Rajasthan Traders,40379,82,Pending
INV-14543,Mumbai Fresh Mart,59364,27,Pending
INV-14544,Delhi Mega Stores,26286,97,Pending
INV-14545,Rajasthan Traders,14668,56,Pending
INV-14546,Delhi Mega Stores,17478,72,Pending
INV-14547,Delhi Mega Stores,38734,117,Pending
INV-14548,Punjab Distributors,11486,33,Pending
INV-14549,Mumbai Fresh Mart,16832,75,Pending
INV-14550,Mumbai Fresh Mart,85111,103,Pending
INV-14551,Mumbai Fresh Mart,75162,103,Pending
INV-14552,Delhi Mega Stores,95370,105,Pending
INV-14553,Gujarat Supermarkets,38885,17,Pending
INV-14554,Rajasthan Traders,90062,110,Pending
INV-14555,Rajasthan Traders,50026,49,Pending
INV-14556,Punjab Distributors,73532,37,Pending
INV-14557,Mumbai Fresh Mart,36014,117,Pending
INV-14558,Delhi Mega Stores,349394,-6,Paid
INV-14559,Punjab Distributors,32811,88,Pending
INV-14560,Mumbai Fresh Mart,31723,67,Pending
INV-14561,Gujarat Supermarkets,26132,23,Pending
INV-14562,Mumbai Fresh Mart,37893,27,Pending
INV-14563,Punjab Distributors,84155,38,Pending
INV-14564,Punjab Distributors,14114,99,Pending
INV-14565,Punjab Distributors,45330,85,Pending
INV-14566,Punjab Distributors,91818,80,Pending
INV-14567,Delhi Mega Stores,18089,2,Pending
INV-14568,Gujarat Supermarkets,75793,109,Pending
INV-14569,Gujarat Supermarkets,191120,-2,Paid
INV-14570,Gujarat Supermarkets,43657,31,Pending
INV-14571,Delhi Mega Stores,92127,114,Pending
INV-14572,Rajasthan Traders,77317,23,Pending
INV-14573,Mumbai Fresh Mart,43971,94,Pending
INV-14574,Delhi Mega Stores,38012,78,Pending
INV-14575,Mumbai Fresh Mart,67681,11,Pending
INV-14576,Rajasthan Traders,89496,71,Pending
INV-14577,Rajasthan Traders,17935,57,Pending
INV-14578,Punjab Distributors,73840,101,Pending
INV-14579,Mumbai Fresh Mart,21030,74,Pending
INV-14580,Gujarat Supermarkets,94316,55,Pending
INV-14581,Rajasthan Traders,59482,112,Pending
INV-14582,Gujarat Supermarkets,60009,59,Pending
INV-14583,Mumbai Fresh Mart,50644,50,Pending
INV-14584,Mumbai Fresh Mart,24847,26,Pending
INV-14585,Punjab Distributors,70801,90,Pending
INV-14586,Rajasthan Traders,88700,18,Pending
INV-14587,Rajasthan Traders,61504,48,Pending
INV-14588,Punjab Distributors,61974,16,Pending
INV-14589,Punjab Distributors,354944,-4,Paid
INV-14590,Delhi Mega Stores,26155,70,Pending
INV-14591,Rajasthan Traders,60232,63,Pending
INV-14592,Delhi Mega Stores,39328,7,Pending
INV-14593,Delhi Mega Stores,42201,98,Pending
INV-14594,Rajasthan Traders,57761,111,Pending
INV-14595,Mumbai Fresh Mart,94221,55,Pending
INV-14596,Mumbai Fresh Mart,21553,85,Pending
